_id,_masterChatId,_roomId,_chapterId,_scriptKey,_title,_firstLineValue,_noticeValue,_appearStampIdList,_masterReleaseLabelId
110100111,1101,1,110100111,1101_1_11,µ's,Honoka sent a sticker,Honoka sent a sticker,"stamp_00_00000_0006,stamp_00_00000_0007,stamp_00_00000_0036,stamp_00_00000_0048,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0095",1
110100112,1101,1,110100112,1101_1_12,µ's,"Nozomi: Sorry, gonna be late for practice today. Student council stuff.","Nozomi: Sorry, gonna be late for practice today. Student council stuff.","stamp_00_00000_0052,stamp_00_00000_0079,stamp_00_00000_0080",1
110100113,1101,1,110100113,1101_1_13,µ's,Nico: Hey!,Nico: Hey!,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0008,stamp_00_00000_0022,stamp_00_00000_0023,stamp_00_00000_0028,stamp_00_00000_0029,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0061,stamp_00_00000_0079,stamp_00_00000_0084,stamp_00_00000_0094",1
110100114,1101,1,110100114,1101_1_14,µ's,Umi: Has anyone seen Honoka?,Umi: Has anyone seen Honoka?,"stamp_00_00000_0017,stamp_00_00000_0022,stamp_00_00000_0027,stamp_00_00000_0053,stamp_00_00000_0078,stamp_00_00000_0079",1
110100115,1101,1,110100115,1101_1_15,µ's,Honoka is online,Honoka is online,"stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0081",1
110100201,1101,2,110100201,1101_2_1,µ's (Spring 2023),Honoka: I'm soooo sleepy! I can't keep my eyes open!,Honoka: I'm soooo sleepy! I can't keep my eyes open!,"stamp_00_00000_0005,stamp_00_00000_0020,stamp_00_00000_0040,stamp_00_00000_0048,stamp_00_00000_0057,stamp_00_00000_0068,stamp_00_00000_0076,stamp_00_00000_0081,stamp_00_00000_0088,stamp_01_01005_0007",1
110100301,1101,3,110100301,1101_3_1,Nozomi (Birthday Party 2023): Part 1,Nico is online,Nico is online,"stamp_00_00000_0008,stamp_00_00000_0010,stamp_00_00000_0021,stamp_00_00000_0023,stamp_00_00000_0037,stamp_00_00000_0046,stamp_00_00000_0056,stamp_00_00000_0057,stamp_00_00000_0082,stamp_00_00000_0088,stamp_01_01001_0003,stamp_01_01008_0009",123060902
110100401,1101,4,110100401,1101_4_1,Nozomi (Birthday Party 2023): Part 2,"Honoka: Oh, Nozomi, Eli, are you okay in the rain?!","Honoka: Oh, Nozomi, Eli, are you okay in the rain?!","stamp_00_00000_0011,stamp_00_00000_0014,stamp_00_00000_0020,stamp_00_00000_0026,stamp_00_00000_0033,stamp_00_00000_0037,stamp_00_00000_0050,stamp_00_00000_0061,stamp_00_00000_0076,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0088",123060902
110100501,1101,5,110100501,1101_5_1,µ's (Event Prep 2023),"Hanayo: Ooh, our event is just around the corner. I can't wait!","Hanayo: Ooh, our event is just around the corner. I can't wait!","stamp_00_00000_0009,stamp_00_00000_0011,stamp_00_00000_0015,stamp_00_00000_0052,stamp_00_00000_0056,stamp_00_00000_0059,stamp_00_00000_0081,stamp_00_00000_0085,stamp_00_00000_0088,stamp_00_00000_0089",323062206
110100601,1101,6,110100601,1101_6_1,Nico (Birthday Party 2023): Part 1,Eli: Did Nico find out about the surprise?,Eli: Did Nico find out about the surprise?,"stamp_00_00000_0001,stamp_00_00000_0008,stamp_00_00000_0011,stamp_00_00000_0014,stamp_00_00000_0039,stamp_00_00000_0051,stamp_00_00000_0088",123072202
110100701,1101,7,110100701,1101_7_1,Nico (Birthday Party 2023): Part 2,Honoka: Nico's birthday was so much fun!!!,Honoka: Nico's birthday was so much fun!!!,"stamp_00_00000_0010,stamp_00_00000_0017,stamp_00_00000_0033,stamp_00_00000_0048,stamp_00_00000_0050,stamp_00_00000_0060,stamp_00_00000_0066,stamp_00_00000_0072",123072202
110100801,1101,8,110100801,1101_8_1,µ's (Summer 2023),Nico: It's soooooooooooo hot... Was summer always this hot?,Nico: It's soooooooooooo hot... Was summer always this hot?,"stamp_00_00000_0001,stamp_00_00000_0023,stamp_00_00000_0044,stamp_00_00000_0052,stamp_00_00000_0061,stamp_00_00000_0062,stamp_00_00000_0067,stamp_00_00000_0088,stamp_01_01001_0003,stamp_01_01008_0009,stamp_01_01009_0008",323072606
110100901,1101,9,110100901,1101_9_1,Honoka (Birthday Party 2023): Part 1,"Nico: It's almost Honoka's birthday, huh.","Nico: It's almost Honoka's birthday, huh.","stamp_00_00000_0010,stamp_00_00000_0020,stamp_00_00000_0022,stamp_00_00000_0023,stamp_00_00000_0088,stamp_00_00000_0096",123080302
110101001,1101,10,110101001,1101_10_1,Honoka (Birthday Party 2023): Part 2,Nozomi: Honoka's birthday party was so much fun!!!,Nozomi: Honoka's birthday party was so much fun!!!,"stamp_00_00000_0005,stamp_00_00000_0015,stamp_00_00000_0021,stamp_00_00000_0048,stamp_00_00000_0079,stamp_01_01009_0008",123080302
110101101,1101,11,110101101,1101_11_1,μ's (August 25th),Honoka: Good! Morninnng! You all up?,Honoka: Good! Morninnng! You all up?,"stamp_00_00000_0014,stamp_00_00000_0048,stamp_00_00000_0057,stamp_00_00000_0074,stamp_00_00000_0076,stamp_00_00000_0095,stamp_01_01001_0003,stamp_01_01003_0001,stamp_01_01009_0008",323082502
110101201,1101,12,110101201,1101_12_1,Kotori (Birthday Party 2023): Part 1,"Hanayo: It's almost Kotori's birthday, huh.","Hanayo: It's almost Kotori's birthday, huh.","stamp_00_00000_0001,stamp_00_00000_0036,stamp_00_00000_0061,stamp_00_00000_0088,stamp_01_01001_0003,stamp_01_01006_0004",123091202
110101301,1101,13,110101301,1101_13_1,Kotori (Birthday Party 2023): Part 2,Kotori: You guys!,Kotori: You guys!,"stamp_00_00000_0014,stamp_00_00000_0016,stamp_00_00000_0020,stamp_00_00000_0033",123091202
110101401,1101,14,110101401,1101_14_1,µ's (Fall 2023),Umi: The hot summer melted away just in time for fall.,Umi: The hot summer melted away just in time for fall.,"stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0025,stamp_00_00000_0038,stamp_00_00000_0039,stamp_00_00000_0046,stamp_00_00000_0051,stamp_00_00000_0060,stamp_00_00000_0071,stamp_01_01006_0004",323100703
110101501,1101,15,110101501,1101_15_1,μ's Half Anniversary,Honoka is online,Honoka is online,"stamp_00_00000_0066,stamp_00_00000_0079,stamp_00_00000_0090,stamp_01_01001_0003,stamp_01_01005_0007,stamp_01_01009_0008",323101503
110101601,1101,16,110101601,1101_16_1,Eli (Birthday Party 2023): Part 1,Maki: Excited for the party tomorrow!,Maki: Excited for the party tomorrow!,"stamp_00_00000_0004,stamp_00_00000_0011,stamp_01_01009_0008",123102102
110101701,1101,17,110101701,1101_17_1,Eli (Birthday Party 2023): Part 2,Umi: I had a blast at Eli's birthday party!,Umi: I had a blast at Eli's birthday party!,"stamp_00_00000_0001,stamp_00_00000_0007,stamp_00_00000_0008,stamp_00_00000_0020,stamp_01_01009_0008",123102102
110101801,1101,18,110101801,1101_18_1,Rin (Birthday Party 2023): Part 1,Maki: It's almost Rin's birthday.,Maki: It's almost Rin's birthday.,"stamp_00_00000_0001,stamp_00_00000_0004,stamp_00_00000_0046,stamp_00_00000_0050,stamp_00_00000_0051,stamp_00_00000_0060,stamp_00_00000_0062,stamp_00_00000_0079,stamp_01_01009_0008",123110103
110101901,1101,19,110101901,1101_19_1,Rin (Birthday Party 2023): Part 2,Rin: Good morrrrning!,Rin: Good morrrrning!,"stamp_00_00000_0002,stamp_00_00000_0006,stamp_00_00000_0008,stamp_00_00000_0009,stamp_00_00000_0033,stamp_00_00000_0036,stamp_00_00000_0037,stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0051,stamp_00_00000_0060,stamp_00_00000_0084,stamp_00_00000_0088,stamp_00_00000_0094",123110103
110102001,1101,20,110102001,1101_20_1,Hanayo Birthday Celebration 2024①,Rin is online,Rin is online,"stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0029,stamp_00_00000_0077,stamp_00_00000_0079,stamp_00_00000_0091,stamp_00_00000_0094",124011702
110102101,1101,21,110102101,1101_21_1,Hanayo Birthday Celebration 2024②,Hanayo is online,Hanayo is online,"stamp_00_00000_0016,stamp_00_00000_0046,stamp_00_00000_0066,stamp_00_00000_0076",124011702
110102201,1101,22,110102201,1101_22_1,μ's winter 2024,Rin: I'm home~!,Rin: I’m home!,"stamp_00_00000_0015,stamp_00_00000_0017,stamp_00_00000_0020,stamp_00_00000_0029,stamp_00_00000_0045,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0077,stamp_00_00000_0083,stamp_00_00000_0088,stamp_01_01009_0008",324020906
110102301,1101,23,110102301,1101_23_1,µ's (Event 1 2024),"Honoka: Hurry up and come, tomorrow!","Honoka: Hurry up and come, tomorrow!","stamp_00_00000_0007,stamp_00_00000_0017,stamp_00_00000_0024,stamp_00_00000_0036,stamp_00_00000_0071",324022202
110102401,1101,24,110102401,1101_24_1,Umi(Birthday Party 2024)①,Honoka:What should I do?,Honoka:What should I do?,"stamp_00_00000_0009,stamp_00_00000_0016,stamp_00_00000_0017,stamp_00_00000_0037,stamp_00_00000_0077",124031502
110102501,1101,25,110102501,1101_25_1,Umi(Birthday Party 2024)②,Kotori:Umi Did you read all the manga?,Kotori:Umi Did you read all the manga?,"stamp_00_00000_0007,stamp_00_00000_0008,stamp_00_00000_0021,stamp_00_00000_0037,stamp_00_00000_0038,stamp_00_00000_0050,stamp_00_00000_0051,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0069",124031502
110102601,1101,26,110102601,1101_26_1,Maki(Birthday Party 2024)①,Rin:Maki,Rin:Maki,"stamp_00_00000_0009,stamp_00_00000_0046,stamp_00_00000_0060,stamp_00_00000_0075,stamp_00_00000_0077,stamp_00_00000_0089,stamp_01_01005_0007",324031601
110102701,1101,27,110102701,1101_27_1,Maki(Birthday Party 2024)②,Rin sent a image,Rin sent a image,"stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0046,stamp_00_00000_0075,stamp_00_00000_0087,stamp_00_00000_0088",324031601
110102801,1101,28,110102801,1101_28_1,µ's (Event 2 2024),Umi: I'm kind of excited.,Umi: I'm kind of excited.,"stamp_00_00000_0008,stamp_00_00000_0028,stamp_00_00000_0036,stamp_00_00000_0060,stamp_00_00000_0079",324032902
200100101,2001,1,200100101,2001_1_1,Chika (DM),"Chika: Nice night, huh?","Chika: Nice night, huh?","stamp_00_00000_0009,stamp_00_00000_0014,stamp_00_00000_0048,stamp_00_00000_0077,stamp_00_00000_0095",1
200100102,2001,1,200100102,2001_1_2,Chika (DM),Chika: Hey there!,Chika: Hey there!,"stamp_00_00000_0048,stamp_00_00000_0049,stamp_00_00000_0052,stamp_00_00000_0088",1
200100103,2001,1,200100103,2001_1_3,Chika (DM),Chika is online,Chika is online,"stamp_00_00000_0001,stamp_00_00000_0027,stamp_00_00000_0029,stamp_00_00000_0077",1
200100104,2001,1,200100104,2001_1_4,Chika (DM),Chika sent a sticker,Chika sent a sticker,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0011,stamp_00_00000_0025,stamp_00_00000_0041,stamp_00_00000_0049,stamp_00_00000_0083,stamp_02_02001_0001",1
200100105,2001,1,200100105,2001_1_5,Chika (DM),Chika is online,Chika is online,"stamp_00_00000_0009,stamp_00_00000_0048,stamp_00_00000_0084",1
200100106,2001,1,200100106,2001_1_6,Chika (DM),Chika: Big news!,Chika: Big news!,"stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0027,stamp_00_00000_0089",1
200100107,2001,1,200100107,2001_1_7,Chika (DM),Chika is online,Chika is online,"stamp_00_00000_0066,stamp_00_00000_0077,stamp_00_00000_0084,stamp_00_00000_0090",1
200100108,2001,1,200100108,2001_1_8,Chika (DM),Chika: Thanks again for earlier!,Chika: Thanks again for earlier!,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0025,stamp_00_00000_0084",1
200100109,2001,1,200100109,2001_1_9,Chika (DM),Chika: Hi hi!,Chika: Hi hi!,"stamp_00_00000_0026,stamp_00_00000_0067,stamp_00_00000_0087",1
200100110,2001,1,200100110,2001_1_10,Chika (DM),Chika: Check this out!,Chika: Check this out!,"stamp_00_00000_0014,stamp_00_00000_0027,stamp_00_00000_0037,stamp_00_00000_0076,stamp_00_00000_0082,stamp_00_00000_0084,stamp_00_00000_0091",1
200100111,2001,1,200100111,2001_1_11,Chika (DM),Chika is online,Chika is online,"stamp_00_00000_0025,stamp_00_00000_0040,stamp_00_00000_0049,stamp_00_00000_0068,stamp_00_00000_0078,stamp_00_00000_0083",1
200100112,2001,1,200100112,2001_1_12,Chika (DM),Chika: How cool is this?!,Chika: How cool is this?!,"stamp_00_00000_0012,stamp_00_00000_0014,stamp_00_00000_0017,stamp_00_00000_0027,stamp_00_00000_0048,stamp_00_00000_0077,stamp_00_00000_0084",1
200100113,2001,1,200100113,2001_1_13,Chika (DM),Chika: Sorry...!,Chika: Sorry...!,"stamp_00_00000_0003,stamp_00_00000_0005,stamp_00_00000_0061,stamp_00_00000_0080,stamp_00_00000_0084",1
200100114,2001,1,200100114,2001_1_14,Chika (DM),Chika is online,Chika is online,"stamp_00_00000_0021,stamp_00_00000_0069,stamp_00_00000_0077,stamp_00_00000_0082",1
200100115,2001,1,200100115,2001_1_15,Chika (DM),Chika is online,Chika is online,"stamp_00_00000_0014,stamp_00_00000_0049,stamp_00_00000_0070,stamp_00_00000_0078,stamp_00_00000_0084",1
200100201,2001,2,200100201,2001_2_1,Chika (Birthday 2023),Chika is online,Chika is online,"stamp_00_00000_0010,stamp_00_00000_0021",123080104
200100301,2001,3,200100301,2001_3_1,Chika (Birthday 2023),Chika sent a sticker,Chika sent a sticker,"stamp_00_00000_0007,stamp_00_00000_0011,stamp_00_00000_0040,stamp_00_00000_0048,stamp_00_00000_0057",1
200100401,2001,16,200100401,2001_16_1,Chika (New Year's 2024),Chika: Happy New Year!,Chika: Happy New Year!,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0021,stamp_02_02001_0001",324010149
200100501,2001,17,200100501,2001_17_1,Chika Valentine 2024,Chika: Happy Valentine's Day!,Chika: Happy Valentine's!,"stamp_00_00000_0087,stamp_00_00000_0095",324021443
200100701,2001,7,200100701,2001_7_1,Chika (April 2023),Chika: Goood morning!,Chika: Goood morning!,,1
200100801,2001,8,200100801,2001_8_1,Chika (May 2023),"Chika: Agh, you'll never believe this!","Chika: Agh, you'll never believe this!","stamp_00_00000_0024,stamp_00_00000_0061,stamp_00_00000_0083,stamp_00_00000_0085",1
200100901,2001,9,200100901,2001_9_1,Chika (June 2023),Chika is online,Chika is online,stamp_00_00000_0009,323060603
200101001,2001,10,200101001,2001_10_1,Chika (July 2023),Chika: What's up?,Chika: What's up?,,323072108
200101101,2001,11,200101101,2001_11_1,Chika (Summer Vacation 2023),Chika: Are you finished with the summer homework yet?!,Chika: Are you finished with the summer homework yet?!,,323081605
200101201,2001,12,200101201,2001_12_1,Chika (September 2023),Chika sent a sticker,Chika sent a sticker,"stamp_00_00000_0058,stamp_00_00000_0078,stamp_02_02001_0001",323090112
200101301,2001,13,200101301,2001_13_1,Chika (Halloween 2023),Chika: Happy Halloween!,Chika: Happy Halloween!,stamp_00_00000_0036,323103141
200101401,2001,14,200101401,2001_14_1,Chika (November 2023),Chika: What's up?,Chika: What's up?,stamp_00_00000_0009,323112104
200101501,2001,15,200101501,2001_15_1,Chika (Christmas 2023),Chika is online,Chika is online,"stamp_00_00000_0056,stamp_00_00000_0084",323122421
200101801,2001,18,200101801,2001_18_1,Chika (White Day 2024),Chika: Thanks for the White Day gift today!,Chika: Thanks for the White Day gift today!,stamp_00_00000_0095,324031444
200200101,2002,1,200200101,2002_1_1,Riko (DM),Riko: Good evening.,Riko: Good evening.,"stamp_00_00000_0077,stamp_00_00000_0084,stamp_02_02002_0002",1
200200102,2002,1,200200102,2002_1_2,Riko (DM),Riko is online,Riko is online,"stamp_00_00000_0049,stamp_00_00000_0070,stamp_00_00000_0072,stamp_02_02006_0007",1
200200103,2002,1,200200103,2002_1_3,Riko (DM),Riko is online,Riko is online,"stamp_00_00000_0048,stamp_00_00000_0073",1
200200104,2002,1,200200104,2002_1_4,Riko (DM),Riko is online,Riko is online,"stamp_00_00000_0027,stamp_00_00000_0029,stamp_00_00000_0037,stamp_00_00000_0072,stamp_00_00000_0079,stamp_00_00000_0088",1
200200105,2002,1,200200105,2002_1_5,Riko (DM),Riko: Do you have time to talk?,Riko: Do you have time to talk?,"stamp_00_00000_0004,stamp_00_00000_0009,stamp_00_00000_0026,stamp_00_00000_0072,stamp_00_00000_0084,stamp_02_02002_0002",1
200200106,2002,1,200200106,2002_1_6,Riko (DM),Riko: Hello there!,Riko: Hello there!,"stamp_00_00000_0008,stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0060,stamp_00_00000_0088",1
200200107,2002,1,200200107,2002_1_7,Riko (DM),Riko is online,Riko is online,"stamp_00_00000_0022,stamp_00_00000_0025,stamp_00_00000_0048,stamp_00_00000_0090",1
200200108,2002,1,200200108,2002_1_8,Riko (DM),Riko sent a sticker,Riko sent a sticker,"stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0049,stamp_00_00000_0066,stamp_02_02005_0004",1
200200109,2002,1,200200109,2002_1_9,Riko (DM),Riko: Good evening.,Riko: Good evening.,"stamp_00_00000_0010,stamp_00_00000_0020,stamp_00_00000_0040,stamp_00_00000_0050,stamp_00_00000_0060,stamp_00_00000_0074,stamp_00_00000_0079,stamp_00_00000_0084,stamp_02_02002_0002",1
200200110,2002,1,200200110,2002_1_10,Riko (DM),Riko is online,Riko is online,"stamp_00_00000_0009,stamp_00_00000_0037,stamp_00_00000_0078",1
200200111,2002,1,200200111,2002_1_11,Riko (DM),Riko is online,Riko is online,"stamp_00_00000_0023,stamp_00_00000_0029,stamp_00_00000_0075,stamp_00_00000_0090,stamp_00_00000_0094,stamp_02_02002_0002",1
200200112,2002,1,200200112,2002_1_12,Riko (DM),Riko is online,Riko is online,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0014,stamp_00_00000_0015,stamp_02_02009_0003",1
200200113,2002,1,200200113,2002_1_13,Riko (DM),Riko: Thanks a lot for earlier.,Riko: Thanks a lot for earlier.,"stamp_00_00000_0009,stamp_00_00000_0016,stamp_00_00000_0017,stamp_00_00000_0088,stamp_00_00000_0094",1
200200114,2002,1,200200114,2002_1_14,Riko (DM),Riko is online,Riko is online,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0052,stamp_00_00000_0072,stamp_00_00000_0094",1
200200115,2002,1,200200115,2002_1_15,Riko (DM),Riko: Thanks again for today.,Riko: Thanks again for today.,"stamp_00_00000_0014,stamp_00_00000_0048,stamp_00_00000_0076,stamp_00_00000_0084,stamp_02_02002_0002",1
200200201,2002,2,200200201,2002_2_1,Riko (Birthday 2023),Riko is online,Riko is online,"stamp_00_00000_0009,stamp_00_00000_0011,stamp_00_00000_0029,stamp_00_00000_0050,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0088,stamp_00_00000_0091,stamp_00_00000_0092",123091902
200200301,2002,3,200200301,2002_3_1,Riko (Birthday 2023),Riko: Are you awake?,Riko: Are you awake?,"stamp_00_00000_0009,stamp_00_00000_0015,stamp_00_00000_0038,stamp_00_00000_0050,stamp_00_00000_0051,stamp_00_00000_0054,stamp_00_00000_0060,stamp_00_00000_0077,stamp_00_00000_0079,stamp_00_00000_0084,stamp_00_00000_0086,stamp_00_00000_0088,stamp_00_00000_0091,stamp_00_00000_0094",1
200200401,2002,16,200200401,2002_16_1,Riko (New Year's 2024),Riko: Happy New Year,Riko: Happy New Year,"stamp_00_00000_0009,stamp_00_00000_0095",324010150
200200501,2002,17,200200501,2002_17_1,Riko Valentine 2024,Riko: Thanks for the chocolate today,Riko: Thanks for the chocolate today.,"stamp_00_00000_0009,stamp_00_00000_0060",324021444
200200701,2002,7,200200701,2002_7_1,Riko (April 2023),Riko is online,Riko is online,"stamp_00_00000_0050,stamp_00_00000_0053",1
200200801,2002,8,200200801,2002_8_1,Riko (May 2023),Riko: Good evening.,Riko: Good evening.,,1
200200901,2002,9,200200901,2002_9_1,Riko (June 2023),Riko is online,Riko is online,,323060504
200201001,2002,10,200201001,2002_10_1,Riko (July 2023),Riko: Hello there!,Riko: Hello there!,stamp_00_00000_0009,323071302
200201101,2002,11,200201101,2002_11_1,Riko (Summer Vacation 2023),Riko is online,Riko is online,stamp_00_00000_0078,323080103
200201201,2002,12,200201201,2002_12_1,Riko (September 2023),Riko is online,Riko is online,,323092904
200201301,2002,13,200201301,2002_13_1,Riko (Halloween 2023),Riko: Do you know what October 31st is?,Riko: Do you know what October 31st is?,,323103142
200201401,2002,14,200201401,2002_14_1,Riko (November 2023),Riko: It's getting colder lately. Are you staying warm?,Riko: It's getting colder lately. Are you staying warm?,,323111804
200201501,2002,15,200201501,2002_15_1,Riko (Christmas 2023),Riko: Merry Christmas,Riko: Merry Christmas,,323122422
200201801,2002,18,200201801,2002_18_1,Riko (White Day 2024),Riko: Thanks for the White Day gift today.,Riko: Thanks for the White Day gift today.,stamp_00_00000_0005,324031445
200300101,2003,1,200300101,2003_1_1,Kanan (DM),Kanan: Evening!,Kanan: Evening!,"stamp_00_00000_0036,stamp_00_00000_0037,stamp_00_00000_0078,stamp_02_02002_0002",1
200300102,2003,1,200300102,2003_1_2,Kanan (DM),Kanan: Hiya.,Kanan: Hiya.,"stamp_00_00000_0009,stamp_00_00000_0025,stamp_00_00000_0048,stamp_00_00000_0077,stamp_00_00000_0082,stamp_00_00000_0090",1
200300103,2003,1,200300103,2003_1_3,Kanan (DM),Kanan is online,Kanan is online,,1
200300104,2003,1,200300104,2003_1_4,Kanan (DM),Kanan is online,Kanan is online,stamp_00_00000_0037,1
200300105,2003,1,200300105,2003_1_5,Kanan (DM),Kanan is online,Kanan is online,stamp_00_00000_0007,1
200300106,2003,1,200300106,2003_1_6,Kanan (DM),Kanan sent a sticker,Kanan sent a sticker,"stamp_00_00000_0005,stamp_00_00000_0021,stamp_00_00000_0049,stamp_00_00000_0050,stamp_00_00000_0052,stamp_00_00000_0053,stamp_00_00000_0078,stamp_02_02001_0001,stamp_02_02003_0006",1
200300107,2003,1,200300107,2003_1_7,Kanan (DM),Kanan is online,Kanan is online,"stamp_00_00000_0020,stamp_00_00000_0049,stamp_00_00000_0078,stamp_00_00000_0084",1
200300108,2003,1,200300108,2003_1_8,Kanan (DM),Kanan is online,Kanan is online,"stamp_00_00000_0009,stamp_00_00000_0059,stamp_00_00000_0078,stamp_00_00000_0090",1
200300109,2003,1,200300109,2003_1_9,Kanan (DM),Kanan: How's it going?,Kanan: How's it going?,"stamp_00_00000_0005,stamp_00_00000_0025,stamp_00_00000_0085",1
200300110,2003,1,200300110,2003_1_10,Kanan (DM),Kanan is online,Kanan is online,"stamp_00_00000_0012,stamp_00_00000_0017,stamp_00_00000_0029,stamp_00_00000_0088,stamp_00_00000_0094",1
200300111,2003,1,200300111,2003_1_11,Kanan (DM),Kanan is online,Kanan is online,"stamp_00_00000_0025,stamp_00_00000_0026,stamp_00_00000_0046,stamp_00_00000_0081,stamp_00_00000_0090",1
200300112,2003,1,200300112,2003_1_12,Kanan (DM),Kanan is online,Kanan is online,"stamp_00_00000_0009,stamp_00_00000_0014,stamp_00_00000_0029,stamp_00_00000_0081,stamp_00_00000_0085",1
200300113,2003,1,200300113,2003_1_13,Kanan (DM),Kanan: Hello!,Kanan: Hello!,"stamp_00_00000_0008,stamp_00_00000_0011,stamp_00_00000_0012,stamp_00_00000_0017,stamp_00_00000_0048,stamp_00_00000_0050,stamp_00_00000_0081,stamp_00_00000_0094",1
200300114,2003,1,200300114,2003_1_14,Kanan (DM),Kanan is online,Kanan is online,"stamp_00_00000_0007,stamp_00_00000_0036,stamp_00_00000_0052,stamp_00_00000_0081,stamp_00_00000_0083",1
200300115,2003,1,200300115,2003_1_15,Kanan (DM),Kanan: Did you make it in time for your train?,Kanan: Did you make it in time for your train?,"stamp_00_00000_0005,stamp_00_00000_0014,stamp_00_00000_0048,stamp_00_00000_0060,stamp_00_00000_0073,stamp_00_00000_0090,stamp_00_00000_0095",1
200300201,2003,17,200300201,2003_17_1,Kanan Birthday 2024,Kanan is online,Kanan is online,"stamp_00_00000_0011,stamp_00_00000_0020,stamp_00_00000_0022,stamp_00_00000_0024,stamp_00_00000_0030,stamp_00_00000_0060,stamp_00_00000_0070,stamp_00_00000_0073,stamp_00_00000_0084,stamp_00_00000_0088,stamp_00_00000_0090,stamp_00_00000_0091,stamp_00_00000_0092,stamp_00_00000_0095",124021002
200300301,2003,3,200300301,2003_3_1,Kanan (Birthday 2023),Kanan: Happy birthday!,Kanan: Happy birthday!,"stamp_00_00000_0011,stamp_00_00000_0037,stamp_00_00000_0056,stamp_00_00000_0060,stamp_00_00000_0061,stamp_00_00000_0077,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0086,stamp_02_02004_0005",1
200300401,2003,16,200300401,2003_16_1,Kanan (New Year's 2024),Kanan: Happy New Year!,Kanan: Happy New Year!,stamp_00_00000_0056,324010151
200300501,2003,18,200300501,2003_18_1,Kanan Valentine 2024,Kanan: Happy Valentine's Day!,Kanan: Happy Valentine's!,stamp_00_00000_0009,324021445
200300701,2003,7,200300701,2003_7_1,Kanan (April 2023),Kanan: Morning!,Kanan: Morning!,stamp_00_00000_0094,1
200300801,2003,8,200300801,2003_8_1,Kanan (May 2023),Kanan: Hey heyyy.,Kanan: Hey heyyy.,stamp_00_00000_0012,1
200300901,2003,9,200300901,2003_9_1,Kanan (June 2023),Kanan is online,Kanan is online,stamp_00_00000_0095,323061305
200301001,2003,10,200301001,2003_10_1,Kanan (July 2023),Kanan: This summer heat never goes away...,Kanan: This summer heat never goes away...,"stamp_00_00000_0007,stamp_00_00000_0011",323072407
200301101,2003,11,200301101,2003_11_1,Kanan (Summer Vacation 2023),Kanan: Hey heyyy.,Kanan: Hey heyyy.,stamp_00_00000_0020,323081403
200301201,2003,12,200301201,2003_12_1,Kanan (September 2023),"Kanan: Aw man, summer vacation is over already.","Kanan: Aw man, summer vacation is over already.",stamp_00_00000_0056,323091904
200301301,2003,13,200301301,2003_13_1,Kanan (Halloween 2023),Kanan: Trick or treat!,Kanan: Trick or treat!,"stamp_00_00000_0013,stamp_00_00000_0058,stamp_00_00000_0081",323103143
200301401,2003,14,200301401,2003_14_1,Kanan (November 2023),Kanan is online,Kanan is online,,323112803
200301501,2003,15,200301501,2003_15_1,Kanan (Christmas 2023),Kanan: Merry Christmas!,Kanan: Merry Christmas!,stamp_00_00000_0005,323122527
200301901,2003,19,200301901,2003_19_1,Kanan (White Day 2024),Kanan: Thanks for the gift today.,Kanan: Thanks for the gift today.,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0038,stamp_00_00000_0050",324031446
200400101,2004,1,200400101,2004_1_1,Dia (DM),Dia: Thank you for covering the Aqours performance today.,Dia: Thank you for covering the Aqours performance today.,"stamp_00_00000_0009,stamp_00_00000_0078,stamp_00_00000_0094",1
200400102,2004,1,200400102,2004_1_2,Dia (DM),Dia is online,Dia is online,"stamp_00_00000_0008,stamp_00_00000_0080,stamp_00_00000_0084,stamp_02_02002_0002,stamp_02_02004_0005",1
200400103,2004,1,200400103,2004_1_3,Dia (DM),Dia is online,Dia is online,"stamp_00_00000_0049,stamp_00_00000_0084",1
