_id,_name,_category,_detailText,_priority,_spriteName,_masterReleaseLabelId
4293000570,Title: I'm the Center of the World,4293,Proof that you cleared the 27th Live Arena.,570,title_s_0000_00000_0570,1
4293000571,Title: Sending Love - Paying Back a Kindness,4293,Proof that you cleared the 28th Live Arena.,571,title_s_0000_00000_0571,1
4293000572,Title: Chasing Dreams,4293,Proof that you cleared the 29th Live Arena.,572,title_s_0000_00000_0572,1
4293010001,Title: Novice,4293,A title that certifies that you reached the Novice class.,10001,title_s_0000_00001_0001,1
4293010002,Title: Novice+,4293,A title that certifies that you reached the Novice+ class.,10002,title_s_0000_00001_0002,1
4293010003,Title: Novice++,4293,A title that certifies that you reached the Novice++ class.,10003,title_s_0000_00001_0003,1
4293010004,Title: Advanced,4293,A title that certifies that you reached the Advanced class.,10004,title_s_0000_00001_0004,1
4293010005,Title: Advanced+,4293,A title that certifies that you reached the Advanced+ class.,10005,title_s_0000_00001_0005,1
4293010006,Title: Advanced++,4293,A title that certifies that you reached the Advanced++ class.,10006,title_s_0000_00001_0006,1
4293010007,Title: Expert,4293,A title that certifies that you reached the Expert class.,10007,title_s_0000_00001_0007,1
4293010008,Title: Expert+,4293,A title that certifies that you reached the Expert+ class.,10008,title_s_0000_00001_0008,1
4293010009,Title: Expert++,4293,A title that certifies that you reached the Expert++ class.,10009,title_s_0000_00001_0009,1
4293010010,Title: Royal Expert,4293,A title that certifies that you reached the Royal Expert class.,10010,title_s_0000_00001_0010,1
4293010011,Title: Master,4293,A title that certifies that you reached the Master class.,10011,title_s_0000_00001_0011,1
4293999001,SIF Global,4293,A title that certifies that you are a SIF Global player.,999001,title_s_0000_00099_9001,1
4293999002,SIF Global: μ's,4293,A title that certifies that you are a SIF Global player. (μ's),999002,title_s_0000_00099_9002,1
4293999003,SIF Global: Aqours,4293,A title that certifies that you are a SIF Global player. (Aqours),999003,title_s_0000_00099_9003,1
4293999004,Worldwide Poster Girl Ruby Kurosawa,4293,A special title to commemorate Worldwide Poster Girl Ruby Kurosawa.,999004,title_s_0000_00099_9004,1
4293999005,Worldwide Poster Girl You Watanabe,4293,A special title to commemorate Worldwide Poster Girl You Watanabe.,999005,title_s_0000_00099_9006,1
4293999006,Worldwide Poster Girl Chika Takami,4293,A special title to commemorate Worldwide Poster Girl Chika Takami.,999006,title_s_0000_00099_9007,1
4293999008,Worldwide Poster Girl Dia Kurosawa,4293,A special title to commemorate Worldwide Poster Girl Dia Kurosawa.,999008,title_s_0000_00099_9008,1
4293999009,μ's Summer Girls 2018,4293,A special title to commemorate μ's Summer Girls 2018.,999009,title_s_0000_00099_9009,1
4293999010,Aqours Summer Girls 2018,4293,A special title to commemorate Aqours Summer Girls 2018.,999010,title_s_0000_00099_9010,1
4293999011,World Love Live! in LA,4293,A special title to commemorate Love Live! Sunshine!! Aqours World Love Live! in LA.,999011,title_s_0000_00099_9011,1
4293999012,Worldwide Poster Girl Kanan Matsuura,4293,A special title to commemorate Worldwide Poster Girl Kanan Matsuura.,999012,title_s_0000_00099_9012,1
4293999013,μ's Halloween Girls 2018,4293,A special title to commemorate μ's Halloween Girls 2018.,999013,title_s_0000_00099_9013,1
4293999014,Aqours Halloween Girls 2018,4293,A special title to commemorate Aqours Halloween Girls 2018.,999014,title_s_0000_00099_9014,1
4293999016,μ's Christmas Girls 2018,4293,A special title to commemorate μ's Christmas Girls 2018.,999016,title_s_0000_00099_9016,1
4293999017,Aqours Christmas Girls 2018,4293,A special title to commemorate Aqours Christmas Girls 2018.,999017,title_s_0000_00099_9017,1
4293999018,Worldwide Poster Girl Riko Sakurauchi,4293,A special title to commemorate Worldwide Poster Girl Riko Sakurauchi.,999018,title_s_0000_00099_9018,1
4293999019,Worldwide Poster Girl Yoshiko Tsushima,4293,A special title to commemorate Worldwide Poster Girl Yoshiko Tsushima.,999019,title_s_0000_00099_9019,1
4293999020,Worldwide Poster Girl Hanamaru Kunikida,4293,A special title to commemorate Worldwide Poster Girl Hanamaru Kunikida.,999020,title_s_0000_00099_9020,1
4293999021,Worldwide Poster Girl Mari Ohara,4293,A special title to commemorate Worldwide Poster Girl Mari Ohara.,999021,title_s_0000_00099_9021,1
4293999022,Aqours World Love Live! Asia Tour 2019,4293,A special title to commemorate Love Live! Sunshine!! Aqours World Love Live! Asia Tour 2019.,999022,title_s_0000_00099_9022,1
4293999023,Global Version 5th Anniversary,4293,A special title to commemorate SIF's Global 5th anniversary.,999023,title_s_0000_00099_9023,1
4293999024,Title: Love Live! Series 9th Anniversary,4293,A special title to commemorate the Love Live! Series 9th Anniversary.,999024,title_s_0000_00099_9024,1
4293999025,Aqours World Love Live! in LA,4293,A special title to commemorate Love Live! Sunshine!! Aqours World Love Live! in LA 2019.,999025,title_s_0000_00099_9025,1
4293999026,Title: Summer of Love Live! 2019,4293,A special title to commemorate Summer of Love Live! 2019.,999026,title_s_0000_00099_9026,1
4293999027,Halloween 2019,4293,A special title to commemorate Halloween 2019.,999027,title_s_0000_00099_9027,1
4293999028,Character Expo USA 2019,4293,A special title to commemorate Character Expo USA 2019.,999028,title_s_0000_00099_9028,1
4293999029,Happy Holidays! 2019,4293,A special title to commemorate the Christmas season of 2019.,999029,title_s_0000_00099_9029,1
4293999030,Happy Holidays! 2019,4293,A special title to commemorate the Christmas season of 2019.,999030,title_s_0000_00099_9030,1
4293001300,Title: Aqours Club Activities Live Show & Fan Meeting,4293,A special title to commemorate the Aqours Club Activities Live Show & Fan Meeting.,1300,title_s_0000_00099_9005,1
4293999031,All Stars Fan,4293,A title for All Stars fans,999031,title_s_0000_00099_9031,223071201
4293999032,All Stars Supporter,4293,A title for our fans who love All Stars.,999032,title_s_0000_00099_9032,223071201
4293999033,All Stars Master,4293,A title for our fans who have experienced everything All Stars has to offer.,999033,title_s_0000_00099_9033,223071201
2000001,Full Combo!,2,Proof that you achieved your first FULL COMBO (any difficulty).,1,title_r_0001_00000_0001,1
2000002,Full Combo! x100,2,Proof that you achieved 100 FULL COMBOs (any difficulty).,2,title_r_0001_00000_0002,1
2000003,Full Combo! x200,2,Proof that you achieved 200 FULL COMBOs (any difficulty).,3,title_r_0001_00000_0003,1
2000004,Full Combo! x300,2,Proof that you achieved 300 FULL COMBOs (any difficulty).,4,title_r_0001_00000_0004,1
2000005,Full Combo! x400,2,Proof that you achieved 400 FULL COMBOs (any difficulty).,5,title_r_0001_00000_0005,1
2000006,Full Combo! x500,2,Proof that you achieved 500 FULL COMBOs (any difficulty).,6,title_r_0001_00000_0006,1
2000007,Rhythm Skill Pro,2,Proof that you achieved your first ALL PERFECT (any difficulty).,7,title_r_0001_00000_0007,1
2000008,Rhythm Skill Master,2,Proof that you achieved your first ALL PERFECT on a MASTER difficulty song.,8,title_r_0001_00000_0008,1
2000009,Talkative,2,Read 50 different chats.,9,title_r_0001_00000_0009,1
2000010,A title to commemorate Love Live! Nijigasaki High School Idol Club NEXT SKY's first week of release.,2,A title to commemorate Love Live! Nijigasaki High School Idol Club NEXT SKY's first week of release.,10,title_r_0001_00000_0010,223062303
2000011,A title to commemorate Love Live! Nijigasaki High School Idol Club NEXT SKY's second week of release.,2,A title to commemorate Love Live! Nijigasaki High School Idol Club NEXT SKY's second week of release.,11,title_r_0001_00000_0011,223063008
2000012,A title to commemorate Love Live! Nijigasaki High School Idol Club NEXT SKY's third week of release.,2,A title to commemorate Love Live! Nijigasaki High School Idol Club NEXT SKY's third week of release.,12,title_r_0001_00000_0012,223070701
2000013,A title to commemorate Love Live! Nijigasaki High School Idol Club NEXT SKY's fourth week of release.,2,A title to commemorate Love Live! Nijigasaki High School Idol Club NEXT SKY's fourth week of release.,13,title_r_0001_00000_0013,223071401
2000014,SIF Series Thanksgiving 2023,2,A special title to commemorate the SIF Series Thanksgiving 2023.,9,title_r_2001_00000_0001,223062001
2000015,A title for participants of the SIF Series Thanksgiving 2023 Sticker Quiz.,2,A special title for participants of the SIF Series Thanksgiving 2023 Sticker Quiz.,15,title_r_0001_00000_0015,223062404
2000016,A title for participants of the SIF Series Thanksgiving 2023 Sticker Game.,2,A special title for participants of the SIF Series Thanksgiving 2023 Sticker Game.,16,title_r_0001_00000_0016,223062404
2000017,School Idol Festival ALL STARS Metaverse Live Show Participant!,2,A special title for participating in the School Idol Festival All Stars Metaverse live show.,17,title_r_0001_00000_0017,223070703
2000018,School Idol Musical,2,A special title to commemorate the additional Tokyo showings for School Idol Musical.,18,title_r_2001_00000_0002,223080302
2000019,Love Live! Superstar!! Liella! 4th LoveLive! Tour ～brand new Sparkle～ [Chiba],2,A special title to commemorate the Chiba performance for Love Live! Superstar!! Liella! 4th LoveLive! Tour ～brand new Sparkle～.,19,title_r_2001_00000_0003,223081902
2000020,Love Live! Superstar!! Liella! 4th LoveLive! Tour ～brand new Sparkle～ [Aichi],2,A special title to commemorate the Aichi performance for Love Live! Superstar!! Liella! 4th LoveLive! Tour ～brand new Sparkle～.,20,title_r_2001_00000_0004,223082604
2000021,Love Live! Superstar!! Liella! 4th LoveLive! Tour ～brand new Sparkle～ [Aichi],2,A special title to commemorate the Aichi performance for Love Live! Superstar!! Liella! 4th LoveLive! Tour ～brand new Sparkle～.,21,title_r_2001_00000_0005,223090904
2000022,Love You!!,2,A special title to commemorate the sale of the first edition Nijigasaki High School Idol Club's 5th Album: Fly With You!!,22,title_r_0001_00000_0018,223100401
2000023,Full Completion,2,A special title to commemorate the sale of the Nijigasaki High School Idol Club UNIT LIVE! Blue-ray Memorial BOX.,23,title_r_0001_00000_0019,223101801
2000024,ROLL ICE CREAM FACTORY x SIF2 ♪ Collab.,2,A special title to commemorate the ROLL ICE CREAM FACTORY x SIF2 ♪ collaboration,24,title_r_2001_00000_0006,223091603
2000027,Numazu Hometown Appreciation Fest title,2,A special title to commemorate Love Live! Sunshine!! Numazu Hometown Appreciation Fest 2023.,27,title_r_2001_00000_0009,223100703
2000028,Love Live! School Idol Festival Aqours Official Illustration Book 5 Owner,2,A special title to commemorate the Love Live! School Idol Festival Aqours Official Illustration Book 5,28,title_r_2001_00000_0010,223103003
2000029,AOYAMA Tailor × Nijigasaki Collab,2,A special title to commemorate the AOYAMA Tailor × Nijigasaki collaboration.,29,title_r_2001_00000_0011,223110109
2000030,Yohane the Parhelion: The Story of the Sound of Heart Commemoration,2,A special title commemorating Yohane the Parhelion: The Story of the Sound of Heart.,30,title_r_2001_00000_0012,223121512
2000031,Love Live! School Idol Festival ALL STARS Complete Book Perk Commemoration,2,A special title commemorating the Love Live! School Idol Festival All Stars Complete Book.,31,title_r_2001_00000_0013,223121503
2000034,Love Live! Nijigasaki High School Idol Club 6th Live! I love You ⇆ You love Me Aichi Concert Commemoration,2,A special title to commemorate the Love Live! Nijigasaki High School Idol Club 6th Live! I love You ⇆ You love Me Aichi Concert.,34,title_r_2001_00000_0016,223122303
2000035,Love Live! Nijigasaki High School Idol Club 6th Live! I love You ⇆ You love Me Kanagawa Concert Commemoration,2,A special title to commemorate the Love Live! Nijigasaki High School Idol Club 6th Live! I love You ⇆ You love Me Kanagawa Concert.,35,title_r_2001_00000_0017,224011303
2000036,IJIGEN FES THE IDOLM@STER★︎♥LOVE LIVE! Commemoration,2,A special title commemorating IJIGEN FES THE IDOLM@STER★︎♥LOVE LIVE!,36,title_r_2001_00000_0018,223120904
2000037,School Idol Musical <2024> Commemoration,2,A special title to commemorate the School Idol Musical <2024>.,37,title_r_2001_00000_0019,224011102
2000038,Snowy White Christmas Campaign,2,Merry Christmas!,38,title_r_2001_00000_0020,223122502
2000039,Love Live! Superstar!! Liella! 5th LoveLive! ~Twinkle Triangle~ Fukuoka Concert Commemoration,2,A special title to commemorate the Love Live! Superstar!! Liella! 5th LoveLive! ~Twinkle Triangle~ Fukuoka Concert.,39,title_r_2001_00000_0021,224012005
2000040,Love Live! Superstar!! Liella! 5th LoveLive! ~Twinkle Triangle~ Tokyo Concert Commemoration,2,A special title to commemorate the Love Live! Superstar!! Liella! 5th LoveLive! ~Twinkle Triangle~ Tokyo Concert.,40,title_r_2001_00000_0022,224021002
2000041,Happy New Year 2024,2,A special title to celebrate the new year 2024.,41,title_r_2001_00000_0023,224010109
2000042,Anime Broadcast 10 Year Anniversary LoveLive! Special Talk Session Commemoration,2,A special title to commemorate the Anime Broadcast 10 Year Anniversary LoveLive! Special Talk Session.,42,title_r_2001_00000_0024,224022303
2000043,LoveLive! Series Presents Unit Koshien 2024 Commemoration,2,A special title to commemorate LoveLive! Series Presents Unit Koshien 2024.,43,title_r_2001_00000_0025,224030903
2000044,「ラブライブ！TVアニメ放送10周年記念 LoveLive! Orchestra Concert」開催記念称号,2,「ラブライブ！TVアニメ放送10周年記念 LoveLive! Orchestra Concert」開催を記念した特別な称号,44,title_r_2001_00000_0026,224033004
3000001,Honoka Fan,3,Proof of your bond with Honoka.,1,title_m_0001_01001_0001,1
3000002,Eli Fan,3,Proof of your bond with Eli.,2,title_m_0001_01002_0001,1
3000003,Kotori Fan,3,Proof of your bond with Kotori.,3,title_m_0001_01003_0001,1
3000004,Umi Fan,3,Proof of your bond with Umi.,4,title_m_0001_01004_0001,1
3000005,Rin Fan,3,Proof of your bond with Rin.,5,title_m_0001_01005_0001,1
3000006,Maki Fan,3,Proof of your bond with Maki.,6,title_m_0001_01006_0001,1
3000007,Nozomi Fan,3,Proof of your bond with Nozomi.,7,title_m_0001_01007_0001,1
3000008,Hanayo Fan,3,Proof of your bond with Hanayo.,8,title_m_0001_01008_0001,1
3000009,Nico Fan,3,Proof of your bond with Nico.,9,title_m_0001_01009_0001,1
3000010,Chika Fan,3,Proof of your bond with Chika.,10,title_m_0001_02001_0001,1
3000011,Riko Fan,3,Proof of your bond with Riko.,11,title_m_0001_02002_0001,1
3000012,Kanan Fan,3,Proof of your bond with Kanan.,12,title_m_0001_02003_0001,1
3000013,Dia Fan,3,Proof of your bond with Dia.,13,title_m_0001_02004_0001,1
3000014,You Fan,3,Proof of your bond with You.,14,title_m_0001_02005_0001,1
3000015,Yoshiko Fan,3,Proof of your bond with Yoshiko.,15,title_m_0001_02006_0001,1
3000016,Hanamaru Fan,3,Proof of your bond with Hanamaru.,16,title_m_0001_02007_0001,1
3000017,Mari Fan,3,Proof of your bond with Mari.,17,title_m_0001_02008_0001,1
3000018,Ruby Fan,3,Proof of your bond with Rubi.,18,title_m_0001_02009_0001,1
3000019,Ayumu Fan,3,Proof of your bond with Ayumu.,19,title_m_0001_03001_0001,1
3000020,Kasumi Fan,3,Proof of your bond with Kasumi.,20,title_m_0001_03002_0001,1
3000021,Shizuku Fan,3,Proof of your bond with Shizuku.,21,title_m_0001_03003_0001,1
3000022,Karin Fan,3,Proof of your bond with Karin.,22,title_m_0001_03004_0001,1
3000023,Ai Fan,3,Proof of your bond with Ai.,23,title_m_0001_03005_0001,1
3000024,Kanata Fan,3,Proof of your bond with Kanata.,24,title_m_0001_03006_0001,1
3000025,Setsuna Fan,3,Proof of your bond with Setsuna.,25,title_m_0001_03007_0001,1
3000026,Emma Fan,3,Proof of your bond with Emma.,26,title_m_0001_03008_0001,1
3000027,Rina Fan,3,Proof of your bond with Rina.,27,title_m_0001_03009_0001,1
3000028,Shioriko Fan,3,Proof of your bond with Shioriki.,28,title_m_0001_03010_0001,1
3000029,Mia Fan,3,Proof of your bond with Mia.,29,title_m_0001_03011_0001,1
3000030,Lanzhu Fan,3,Proof of your bond with Lanzhu.,30,title_m_0001_03012_0001,1
3000031,Kanon Fan,3,Proof of your bond with Kanon.,31,title_m_0001_04001_0001,1
3000032,Keke Fan,3,Proof of your bond with Keke.,32,title_m_0001_04002_0001,1
3000033,Chisato Fan,3,Proof of your bond with Chisato.,33,title_m_0001_04003_0001,1
3000034,Sumire Fan,3,Proof of your bond with Sumire.,34,title_m_0001_04004_0001,1
3000035,Ren Fan,3,Proof of your bond with Ren.,35,title_m_0001_04005_0001,1
3000036,Kinako Fan,3,Proof of your bond with Kinako.,36,title_m_0001_04006_0001,1
3000037,Mei Fan,3,Proof of your bond with Mei.,37,title_m_0001_04007_0001,1
3000038,Shiki Fan,3,Proof of your bond with Shiki.,38,title_m_0001_04008_0001,1
3000039,Natsumi Fan,3,Proof of your bond with Natsumi.,39,title_m_0001_04009_0001,1
3000040,Honoka's Friend,3,Proof of your deep bond with Honoka.,42,title_m_0001_01001_0002,1
3000041,Eli's Friend,3,Proof of your deep bond with Eli.,43,title_m_0001_01002_0002,1
3000042,Kotori's Friend,3,Proof of your deep bond with Kotori.,44,title_m_0001_01003_0002,1
3000043,Umi's Friend,3,Proof of your deep bond with Umi.,45,title_m_0001_01004_0002,1
3000044,Rin's Friend,3,Proof of your deep bond with Rin.,46,title_m_0001_01005_0002,1
3000045,Maki's Friend,3,Proof of your deep bond with Maki.,47,title_m_0001_01006_0002,1
3000046,Nozomi's Friend,3,Proof of your deep bond with Nozomi.,48,title_m_0001_01007_0002,1
3000047,Hanayo's Friend,3,Proof of your deep bond with Hanayo.,49,title_m_0001_01008_0002,1
3000048,Nico's Friend,3,Proof of your deep bond with Nico.,50,title_m_0001_01009_0002,1
3000049,Chika's Friend,3,Proof of your deep bond with Chika.,51,title_m_0001_02001_0002,1
3000050,Riko's Friend,3,Proof of your deep bond with Riko.,52,title_m_0001_02002_0002,1
3000051,Kanan's Friend,3,Proof of your deep bond with Kanan.,53,title_m_0001_02003_0002,1
3000052,Dia's Friend,3,Proof of your deep bond with Dia.,54,title_m_0001_02004_0002,1
3000053,You's Friend,3,Proof of your deep bond with You.,55,title_m_0001_02005_0002,1
3000054,Yoshiko's Friend,3,Proof of your deep bond with Yoshiko.,56,title_m_0001_02006_0002,1
3000055,Hanamaru's Friend,3,Proof of your deep bond with Hanamaru.,57,title_m_0001_02007_0002,1
3000056,Mari's Friend,3,Proof of your deep bond with Mari.,58,title_m_0001_02008_0002,1
3000057,Ruby's Friend,3,Proof of your deep bond with Ruby.,59,title_m_0001_02009_0002,1
3000058,Ayumu's Friend,3,Proof of your deep bond with Ayumu.,60,title_m_0001_03001_0002,1
3000059,Kasumi's Friend,3,Proof of your deep bond with Kasumi.,61,title_m_0001_03002_0002,1
3000060,Shizuku's Friend,3,Proof of your deep bond with Shizuku.,62,title_m_0001_03003_0002,1
3000061,Karin's Friend,3,Proof of your deep bond with Karin.,63,title_m_0001_03004_0002,1
3000062,Ai's Friend,3,Proof of your deep bond with Ai.,64,title_m_0001_03005_0002,1
3000063,Kanata's Friend,3,Proof of your deep bond with Kanata.,65,title_m_0001_03006_0002,1
3000064,Setsuna's Friend,3,Proof of your deep bond with Setsuna.,66,title_m_0001_03007_0002,1
3000065,Emma's Friend,3,Proof of your deep bond with Emma.,67,title_m_0001_03008_0002,1
3000066,Rina's Friend,3,Proof of your deep bond with Rina.,68,title_m_0001_03009_0002,1
3000067,Shioriko's Friend,3,Proof of your deep bond with Shioriko.,69,title_m_0001_03010_0002,1
3000068,Mia's Friend,3,Proof of your deep bond with Mia.,70,title_m_0001_03011_0002,1
3000069,Lanzhu's Friend,3,Proof of your deep bond with Lanzhu.,71,title_m_0001_03012_0002,1
3000070,Kanon's Friend,3,Proof of your deep bond with Kanon.,72,title_m_0001_04001_0002,1
3000071,Keke's Friend,3,Proof of your deep bond with Keke.,73,title_m_0001_04002_0002,1
3000072,Chisato's Friend,3,Proof of your deep bond with Chisato.,74,title_m_0001_04003_0002,1
3000073,Sumire's Friend,3,Proof of your deep bond with Sumire.,75,title_m_0001_04004_0002,1
3000074,Ren's Friend,3,Proof of your deep bond with Ren.,76,title_m_0001_04005_0002,1
3000075,Kinako's Friend,3,Proof of your deep bond with Kinako.,77,title_m_0001_04006_0002,1
3000076,Mei's Friend,3,Proof of your deep bond with Mei.,78,title_m_0001_04007_0002,1
3000077,Shiki's Friend,3,Proof of your deep bond with Shiki.,79,title_m_0001_04008_0002,1
3000078,Natsumi's Friend,3,Proof of your deep bond with Natsumi.,80,title_m_0001_04009_0002,1
3000079,Margarete Fan,3,Proof of your bond with Margarete.,40,title_m_0001_04010_0001,223120502
3000080,Tomari Fan,3,Proof of your bond with Tomari.,41,title_m_0001_04011_0001,223120502
3000081,Margarete's Friend,3,Proof of your deep bond with Margarete.,81,title_m_0001_04010_0002,223120502
3000082,Tomari's Friend,3,Proof of your deep bond with Tomari.,82,title_m_0001_04011_0002,223120502
4000001,Operation: Slump Escape! Honoka Top 100,4,Operation: Slump Escape! Honoka Top 100,1,title_e_0101_01001_0001,223041904
4000002,Operation: Slump Escape! Eli Top 100,4,Operation: Slump Escape! Eli Top 100,2,title_e_0101_01002_0001,223041904
4000003,Operation: Slump Escape! Kotori Top 100,4,Operation: Slump Escape! Kotori Top 100,3,title_e_0101_01003_0001,223041904
4000004,Operation: Slump Escape! Umi Top 100,4,Operation: Slump Escape! Umi Top 100,4,title_e_0101_01004_0001,223041904
4000005,Operation: Slump Escape! Rin Top 100,4,Operation: Slump Escape! Rin Top 100,5,title_e_0101_01005_0001,223041904
4000006,Operation: Slump Escape! Maki Top 100,4,Operation: Slump Escape! Maki Top 100,6,title_e_0101_01006_0001,223041904
4000007,Operation: Slump Escape! Nozomi Top 100,4,Operation: Slump Escape! Nozomi Top 100,7,title_e_0101_01007_0001,223041904
4000008,Operation: Slump Escape! Hanayo Top 100,4,Operation: Slump Escape! Hanayo Top 100,8,title_e_0101_01008_0001,223041904
4000009,Operation: Slump Escape! Nico Top 100,4,Operation: Slump Escape! Nico Top 100,9,title_e_0101_01009_0001,223041904
4000010,Operation: Slump Escape! Chika Top 100,4,Operation: Slump Escape! Chika Top 100,10,title_e_0101_02001_0001,223041904
4000011,Operation: Slump Escape! Riko Top 100,4,Operation: Slump Escape! Riko Top 100,11,title_e_0101_02002_0001,223041904
4000012,Operation: Slump Escape! Kanan Top 100,4,Operation: Slump Escape! Kanan Top 100,12,title_e_0101_02003_0001,223041904
4000013,Operation: Slump Escape! Dia Top 100,4,Operation: Slump Escape! Dia Top 100,13,title_e_0101_02004_0001,223041904
4000014,Operation: Slump Escape! You Top 100,4,Operation: Slump Escape! You Top 100,14,title_e_0101_02005_0001,223041904
4000015,Operation: Slump Escape! Yoshiko Top 100,4,Operation: Slump Escape! Yoshiko Top 100,15,title_e_0101_02006_0001,223041904
4000016,Operation: Slump Escape! Hanamaru Top 100,4,Operation: Slump Escape! Hanamaru Top 100,16,title_e_0101_02007_0001,223041904
4000017,Operation: Slump Escape! Mari Top 100,4,Operation: Slump Escape! Mari Top 100,17,title_e_0101_02008_0001,223041904
4000018,Operation: Slump Escape! Ruby Top 100,4,Operation: Slump Escape! Ruby Top 100,18,title_e_0101_02009_0001,223041904
4000019,Operation: Slump Escape! Ayumu Top 100,4,Operation: Slump Escape! Ayumu Top 100,19,title_e_0101_03001_0001,223041904
4000020,Operation: Slump Escape! Kasumi Top 100,4,Operation: Slump Escape! Kasumi Top 100,20,title_e_0101_03002_0001,223041904
4000021,Operation: Slump Escape! Shizuku Top 100,4,Operation: Slump Escape! Shizuku Top 100,21,title_e_0101_03003_0001,223041904
4000022,Operation: Slump Escape! Karin Top 100,4,Operation: Slump Escape! Karin Top 100,22,title_e_0101_03004_0001,223041904
4000023,Operation: Slump Escape! Ai Top 100,4,Operation: Slump Escape! Ai Top 100,23,title_e_0101_03005_0001,223041904
4000024,Operation: Slump Escape! Kanata Top 100,4,Operation: Slump Escape! Kanata Top 100,24,title_e_0101_03006_0001,223041904
4000025,Operation: Slump Escape! Setsuna Top 100,4,Operation: Slump Escape! Setsuna Top 100,25,title_e_0101_03007_0001,223041904
4000026,Operation: Slump Escape! Emma Top 100,4,Operation: Slump Escape! Emma Top 100,26,title_e_0101_03008_0001,223041904
4000027,Operation: Slump Escape! Rina Top 100,4,Operation: Slump Escape! Rina Top 100,27,title_e_0101_03009_0001,223041904
4000028,Operation: Slump Escape! Shioriko Top 100,4,Operation: Slump Escape! Shioriko Top 100,28,title_e_0101_03010_0001,223041904
4000029,Operation: Slump Escape! Mia Top 100,4,Operation: Slump Escape! Mia Top 100,29,title_e_0101_03011_0001,223041904
4000030,Operation: Slump Escape! Lanzhu Top 100,4,Operation: Slump Escape! Lanzhu Top 100,30,title_e_0101_03012_0001,223041904
4000031,Operation: Slump Escape! Kanon Top 100,4,Operation: Slump Escape! Kanon Top 100,31,title_e_0101_04001_0001,223041904
4000032,Operation: Slump Escape! Keke Top 100,4,Operation: Slump Escape! Keke Top 100,32,title_e_0101_04002_0001,223041904
4000033,Operation: Slump Escape! Chisato Top 100,4,Operation: Slump Escape! Chisato Top 100,33,title_e_0101_04003_0001,223041904
4000034,Operation: Slump Escape! Sumire Top 100,4,Operation: Slump Escape! Sumire Top 100,34,title_e_0101_04004_0001,223041904
4000035,Operation: Slump Escape! Ren Top 100,4,Operation: Slump Escape! Ren Top 100,35,title_e_0101_04005_0001,223041904
4000036,Operation: Slump Escape! Kinako Top 100,4,Operation: Slump Escape! Kinako Top 100,36,title_e_0101_04006_0001,223041904
4000037,Operation: Slump Escape! Mei Top 100,4,Operation: Slump Escape! Mei Top 100,37,title_e_0101_04007_0001,223041904
4000038,Operation: Slump Escape! Shiki Top 100,4,Operation: Slump Escape! Shiki Top 100,38,title_e_0101_04008_0001,223041904
4000039,Operation: Slump Escape! Natsumi Top 100,4,Operation: Slump Escape! Natsumi Top 100,39,title_e_0101_04009_0001,223041904
4000040,"Operation: Slump Escape! Honoka Top 10,000",4,"Operation: Slump Escape! Honoka Top 10,000",40,title_e_0101_01001_0002,223041904
4000041,"Operation: Slump Escape! Eli Top 10,000",4,"Operation: Slump Escape! Eli Top 10,000",41,title_e_0101_01002_0002,223041904
4000042,"Operation: Slump Escape! Kotori Top 10,000",4,"Operation: Slump Escape! Kotori Top 10,000",42,title_e_0101_01003_0002,223041904
4000043,"Operation: Slump Escape! Umi Top 10,000",4,"Operation: Slump Escape! Umi Top 10,000",43,title_e_0101_01004_0002,223041904
4000044,"Operation: Slump Escape! Rin Top 10,000",4,"Operation: Slump Escape! Rin Top 10,000",44,title_e_0101_01005_0002,223041904
4000045,"Operation: Slump Escape! Maki Top 10,000",4,"Operation: Slump Escape! Maki Top 10,000",45,title_e_0101_01006_0002,223041904
4000046,"Operation: Slump Escape! Nozomi Top 10,000",4,"Operation: Slump Escape! Nozomi Top 10,000",46,title_e_0101_01007_0002,223041904
4000047,"Operation: Slump Escape! Hanayo Top 10,000",4,"Operation: Slump Escape! Hanayo Top 10,000",47,title_e_0101_01008_0002,223041904
4000048,"Operation: Slump Escape! Nico Top 10,000",4,"Operation: Slump Escape! Nico Top 10,000",48,title_e_0101_01009_0002,223041904
4000049,"Operation: Slump Escape! Chika Top 10,000",4,"Operation: Slump Escape! Chika Top 10,000",49,title_e_0101_02001_0002,223041904
4000050,"Operation: Slump Escape! Riko Top 10,000",4,"Operation: Slump Escape! Riko Top 10,000",50,title_e_0101_02002_0002,223041904
4000051,"Operation: Slump Escape! Kanan Top 10,000",4,"Operation: Slump Escape! Kanan Top 10,000",51,title_e_0101_02003_0002,223041904
4000052,"Operation: Slump Escape! Dia Top 10,000",4,"Operation: Slump Escape! Dia Top 10,000",52,title_e_0101_02004_0002,223041904
4000053,"Operation: Slump Escape! You Top 10,000",4,"Operation: Slump Escape! You Top 10,000",53,title_e_0101_02005_0002,223041904
4000054,"Operation: Slump Escape! Yoshiko Top 10,000",4,"Operation: Slump Escape! Yoshiko Top 10,000",54,title_e_0101_02006_0002,223041904
4000055,"Operation: Slump Escape! Hanamaru Top 10,000",4,"Operation: Slump Escape! Hanamaru Top 10,000",55,title_e_0101_02007_0002,223041904
4000056,"Operation: Slump Escape! Mari Top 10,000",4,"Operation: Slump Escape! Mari Top 10,000",56,title_e_0101_02008_0002,223041904
4000057,"Operation: Slump Escape! Ruby Top 10,000",4,"Operation: Slump Escape! Ruby Top 10,000",57,title_e_0101_02009_0002,223041904
