_id,_name,_detailText,_trigger,_triggerValue,_probability,_effectiveMilliSecs,_subTarget,_targetGroupId,_targetSchoolGrade,_effectType,_effectiveValues,_nameEn,_detailTextEn,_masterReleaseLabelId
140390004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100020079,エリチカ妖狐,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,19/19/19/19/19,38000/40000/42000/44000/46000,2500/3000/3500/4000/4500,0,0,0,5,2/2/2/2/2,Fox Spirit Elichika,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100030079,μ's肝試し大会,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,23/23/23/23/23,39000/41000/43000/45000/47000,3000/3000/3000/3000/3000,0,0,0,4,22/25/29/32/35,μ's Scare Dare,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
120060004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110010008,これって普段着？,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,21/21/21/21/21,32000/35000/38000/41000/44000,3500/4000/4500/5000/5500,0,0,0,5,2/2/2/2/2,Our Normal Clothes,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110040007,私たちの海,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,23/23/23/23/23,36000/39000/42000/45000/48000,3000/3000/3000/3000/3000,0,0,0,4,30/33/36/39/42,Our Sea,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110080006,体力勝負どんとこい,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,24/24/24/24/24,25000/28000/31000/34000/37000,,0,0,0,6,4/4/4/5/5,Test Your Stamina,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110060006,罪を背負いし者,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,19/19/19/19/19,30000/33000/36000/39000/42000,3000/3000/3000/3000/3000,0,0,0,4,31/45/58/71/85,Bearer of Sin,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110070006,失礼のないように,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,23/23/23/23/23/23/23/23/23,26000/31000/36000/41000/46000/51000/56000/61000/61000,,0,0,0,6,5/5/6/6/7/7/8/8/9,Do It Justice,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
140040004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110050007,わくわくキャンプ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,19/19/19/19/19,31000/34000/37000/40000/43000,3000/3000/3000/3000/3000,0,0,0,4,27/30/33/36/39,Camping Adventure,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110070007,マルの読み聞かせ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,22/22/22/22/22,38000/41000/44000/47000/50000,3000/3000/3000/3000/3000,0,0,0,4,21/24/27/30/33,Maru's Storytime,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100020080,いいお天気だから,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,21/21/21/21/21,29000/32000/35000/38000/41000,,0,0,0,6,3/3/3/4/4,It's So Nice Out,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
100070079,びっくりさせちゃお,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,26/26/26/26/26,33000/36000/39000/42000/45000,4500/5000/5500/6000/6500,0,0,0,5,2/2/2/2/2,We'll Surprise Them!,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100010084,２人でプール掃除,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,21/21/21/21/21/21/21/21/21,31000/35000/39000/43000/47000/51000/55000/59000/59000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,34/59/83/108/132/157/181/206/221,Pool Cleaning Duo,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
140190004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110020008,水着でステージ,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,24/24/24/24/24,33000/36000/39000/42000/45000,,0,0,0,6,3/3/3/4/4,Swimsuit Stage Show,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110030006,一肌脱ぎましょう♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,19/19/19/19/19,32000/35000/38000/41000/44000,3000/3000/3000/3000/3000,0,0,0,4,23/26/29/32/35,Time to Pitch In!,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110050008,海育ち♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,22/22/22/22/22,25000/30000/35000/40000/45000,5000/6000/6000/7000/7000,0,0,0,5,2/2/2/2/2,Raised by the Sea,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110090007,負けない！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,26/26/26/26/26/26/26/26/26,38000/42000/46000/50000/54000/58000/62000/66000/66000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,35/60/86/111/136/161/187/212/233,I Won't Lose!,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
140360004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100040078,懐かしのりんご飴,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,24/24/24/24/24,29000/32000/35000/38000/41000,4000/4500/5000/5500/6000,0,0,0,5,2/2/2/2/2,Nostalgic Candy Apple,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100060080,初めての屋台,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,17/17/17/17/17,32000/35000/38000/41000/44000,3000/3000/3000/3000/3000,0,0,0,4,23/26/30/33/36,First Festival Stand,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100040079,作業開始です！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,22/22/22/22/22,34000/37000/40000/43000/46000,3000/3000/3000/3000/3000,0,0,0,4,26/29/31/34/37,Let's Get to Work!,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100090080,日焼けは大敵！,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,22/22/22/22/22,35000/39000/43000/47000/51000,,0,0,0,6,3/3/4/4/5,Mortal Enemy,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
100090081,タイマーエール,{0}秒ごとに{1}%の確率で<br>体力が{3}回復する,4,10000/10000/10000,36000/38000/40000,,0,0,0,6,1/1/1,Timer Yell,"Every {0} sec, there's a {1}% chance<br>to restore {3} Stamina.",1
140540004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110010009,くるくる風車♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,25/25/25/25/25,38000/41000/44000/47000/50000,3000/3000/3000/3000/3000,0,0,0,4,26/29/33/36/39,Spinning Pinwheels,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110060007,現世の者が多すぎて,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,27/27/27/27/27,28000/31000/34000/37000/40000,,0,0,0,6,4/4/4/5/5,Too Many Humans,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110090008,綺麗な女性に憧れて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,22/22/22/22/22,29000/32000/35000/38000/41000,4000/4500/5000/5500/6000,0,0,0,5,2/2/2/2/2,Admirer of Grace,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110040008,愛しのルビィ,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,22/22/22/22/22,31000/34000/37000/40000/43000,3000/3000/3000/3000/3000,0,0,0,4,36/52/68/84/100,Dearest Ruby,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110080007,バーニングシャイニー,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,25/25/25/25/25/25/25/25/25,32000/39000/46000/53000/60000/67000/74000/81000/81000,5000/6000/6000/7000/7000/8000/8000/8500/8900,0,0,0,5,2/2/2/2/2/2/2/2/2,Burning Shiny,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
140050004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110030007,海と仲良し,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,22/22/22/22/22,38000/40000/42000/44000/46000,3000/3000/3000/3000/3000,0,0,0,4,25/29/32/35/39,Appreciate the Sea,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110080008,もっと甘えて,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,26/26/26/26/26,36000/39000/42000/45000/48000,3500/4000/4500/5000/5500,0,0,0,5,2/2/2/2/2,Let Me Share the Load,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100050079,デッキブラシ競争,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,27/27/27/27/27,30000/33000/36000/39000/42000,3000/3000/3000/3000/3000,0,0,0,4,36/39/43/47/50,Deck Brush Race,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100030080,プールで２人きり,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,21/21/21/21/21/21/21/21/21,30000/37000/44000/51000/58000/65000/72000/79000/79000,,0,0,0,6,4/4/5/5/6/6/7/7/8,Poolside Together,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
140320004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110050009,叩け！　和太鼓名人,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,22/22/22/22/22,30000/33000/36000/39000/42000,,0,0,0,6,3/3/3/4/4,Bang the Taiko Drum!,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110070008,青いりんご飴,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,25/25/25/25/25,32000/35000/38000/41000/44000,3000/3000/3000/3000/3000,0,0,0,4,37/40/44/48/51,Blue Candy Apple,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110020009,大切な想い,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,25/25/25/25/25,32000/37000/42000/47000/52000,4500/5500/5500/6500/6500,0,0,0,5,2/2/2/2/2,Treasured Memory,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110030008,そばにいるよ,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,24/24/24/24/24/24/24/24/24,23000/30000/37000/44000/51000/58000/65000/72000/72000,,0,0,0,6,6/6/7/7/8/8/9/9/10,Right by Your Side,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
140380004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100010085,ほんの少しの違い,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,23/23/23/23/23,33000/36000/39000/42000/45000,3000/3000/3000/3000/3000,0,0,0,4,30/33/36/39/42,Slight Difference,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100090082,悪代官！？,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,20/20/20/20/20,32000/35000/38000/41000/44000,3000/3500/4000/4500/5000,0,0,0,5,2/2/2/2/2,Supervillain?!,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100080080,制服で大丈夫！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,23/23/23/23/23,24000/27000/30000/33000/36000,5000/5500/6000/6500/7000,0,0,0,5,2/2/2/2/2,PE Kit is Fine!,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100060081,暑い日に２人で,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,19/19/19/19/19,33000/35000/37000/39000/41000,3000/3000/3000/3000/3000,0,0,0,4,36/51/67/82/97,Us Two On a Hot Day,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
140430004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110020010,黒に満ちた翼,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,22/22/22/22/22,32000/35000/38000/41000/44000,3000/3000/3000/3000/3000,0,0,0,4,34/37/41/45/49,Wings of Black,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110030009,恐怖のハグ,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,17/17/17/17/17,18000/20000/22000/24000/26000,,0,0,0,6,4/4/4/5/5,Horrifying Hug,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110080009,堕天ハロウィンナイト,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,25/25/25/25/25,44000/47000/50000/53000/56000,3000/3500/4000/4500/5000,0,0,0,5,2/2/2/2/2,Fallen Halloween,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110090009,平和なお祭り,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,19/19/19/19/19,34000/37000/40000/43000/46000,3000/3000/3000/3000/3000,0,0,0,4,33/47/61/76/90,Peaceful Festival,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110060008,下界の儀式,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,19/19/19/19/19/19/19/19/19,27000/32000/37000/42000/47000/52000/57000/62000/62000,4500/5500/5500/6500/6500/7500/7500/8000/8500,0,0,0,5,2/2/2/2/2/2/2/2/2,Underworld Ritual,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
140310004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110060009,宴をはじめるわ！,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,23/23/23/23/23,28000/31000/34000/37000/40000,4000/4500/5000/5500/6000,0,0,0,5,2/2/2/2/2,Let It Begin!,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110090010,小動物系堕天使,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,20/20/20/20/20,27000/29000/31000/33000/35000,3000/3000/3000/3000/3000,0,0,0,4,32/36/40/43/47,Cuddly Fallen Angel,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
140760001,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100040080,12の貴石,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,19/19/19/19/19,41000/43000/45000/47000/49000,,0,0,0,6,2/2/2/3/3,Precious Stones,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
100090083,ルビー色の輝き☆,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,26/26/26/26/26,31000/34000/37000/40000/43000,3000/3000/3000/3000/3000,0,0,0,4,33/37/41/44/48,A Sparkling Ruby,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100020081,すべてを満たす,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,29/29/29/29/29/29/29/29/29,34000/40000/46000/52000/58000/64000/70000/76000/76000,5500/6500/6500/7500/7500/8500/8500/9500/10200,0,0,0,5,2/2/2/2/2/2/2/2/2,A Sympathetic Heart,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
140300004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110050010,二人の全速前進,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,20/20/20/20/20,31000/34000/37000/40000/43000,3500/4000/4500/5000/5500,0,0,0,5,2/2/2/2/2,Full Speed Ahead,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110070009,おばけのお祭り,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,25/25/25/25/25,35000/38000/41000/44000/47000,,0,0,0,6,3/3/3/4/4,Monster Party,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110010010,本物来ちゃった！？,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,23/23/23/23/23,39000/42000/45000/48000/51000,3000/3000/3000/3000/3000,0,0,0,4,37/52/67/81/96,The Real Deal!?,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110040009,はろうぃんぱーてぃ,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,25/25/25/25/25/25/25/25/25,37000/41000/45000/49000/53000/57000/61000/65000/65000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,35/61/86/111/136/162/187/212/234,Halloween Party,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
140410004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100050080,かっこいいライブ,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,20/20/20/20/20,30000/33000/36000/39000/42000,3000/3000/3000/3000/3000,0,0,0,4,29/33/36/40/44,A Cool Live Show,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
100070080,着てみたい衣装,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,18/18/18/18/18,35000/38000/41000/44000/47000,2500/3000/3500/4000/4500,0,0,0,5,2/2/2/2/2,I Gotta Try That On,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100050081,誕生石は特別☆,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,28/28/28/28/28,35000/38000/41000/44000/47000,4500/5000/5500/6000/6500,0,0,0,5,2/2/2/2/2,Beautiful Birthstones,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
100080081,いつもと違う衣装,コンボを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,2,24/24/24/24/24,37000/40000/43000/46000/49000,3000/3000/3000/3000/3000,0,0,0,4,41/56/72/87/103,A Different Design,"For every {0} combos, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
140440004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110030010,何度でも頑張ろう♪,PERFECTを{0}回達成するごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,3,28/28/28/28/28,39000/42000/45000/48000/51000,3000/3000/3000/3000/3000,0,0,0,4,36/39/43/47/50,Always Do Our Best,"For every {0} PERFECTs, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110060010,極上堕天使の応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,26/26/26/26/26,28000/31000/34000/37000/40000,5000/5500/6000/6500/7000,0,0,0,5,2/2/2/2/2,Fallen Angel's Help,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110090011,目指せチアガールさん,リズムアイコン{0}個ごとに{1}%の確率で<br>体力が{3}回復する,1,20/20/20/20/20,43000/45000/47000/49000/51000,,0,0,0,6,2/2/2/3/3,Cheerleader Challenge,"For every {0} Rhythm Icons, there's a {1}% chance<br>to restore {3} Stamina.",1
110070010,せーのでレッツゴー♪,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,24/24/24/24/24,34000/39000/44000/49000/54000,4000/5000/5000/6000/6000,0,0,0,5,2/2/2/2/2,"1, 2, 3...Let's Go!","For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
110020011,私の声、聞こえますか,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,23/23/23/23/23/23/23/23/23,35000/39000/43000/47000/51000/55000/59000/63000/63000,4000/4000/4000/4000/4000/4000/4000/4000/4000,0,0,0,4,34/57/80/104/127/150/174/197/216,Can You Hear Me?,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
140070004,応援,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間リズムアイコンのスコアが{3}増える,1,30/30/30,20000/20000/20000,2000/2000/2000,0,0,0,4,40/40/40,Cheer,"For every {0} Rhythm Icons, there's a {1}% chance<br>your Rhythm Icon score increases by {3} for {2} sec.",1
110010011,自分のことは自分でっ,リズムアイコン{0}個ごとに{1}%の確率で<br>{2}秒間PERFECTの判定が{3}段階広くなる,1,21/21/21/21/21,26000/28000/30000/32000/34000,4000/4500/5000/5500/6000,0,0,0,5,2/2/2/2/2,Do Your Job!,"For every {0} Rhythm Icons, there's a {1}% chance<br>the PERFECT window widens by {3} levels for {2} sec.",1
