_id,_name,_nameRuby,_detailText,_category,_schoolGrade,_charaCategory,_masterGroupId,_spriteName,_displayOrder,_height,_bloodType,_birsday,_voiceActor,_imageColor,_imageColorDark,_nameRichtextGacha,_nameEn,_nameRubyEn,_detailTextEn,_bloodTypeEn,_birsdayEn,_voiceActorEn,_nameRichtextGachaEn,_masterReleaseLabelId
5003,逢沢遊宇,遊宇,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5003,5003,,,7月7日,,888888,888888,逢沢遊宇,Yuu Aizawa,Yuu Aizawa,Imported from School Idol Festival (2013).,,Jul 7,,Yuu Aizawa,1
5004,一之瀬マリカ,マリカ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5004,5004,,,4月20日,,888888,888888,一之瀬マリカ,Marika Ichinose,Marika Ichinose,Imported from School Idol Festival (2013).,,Apr 20,,Marika Ichinose,1
5005,結城紗菜,紗菜,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5005,5005,,,8月20日,,888888,888888,結城紗菜,Sana Yuki,Sana Yuki,Imported from School Idol Festival (2013).,,Aug 20,,Sana Yuki,1
5006,西村文絵,文絵,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5006,5006,,,9月20日,,888888,888888,西村文絵,Fumie Nishimura,Fumie Nishimura,Imported from School Idol Festival (2013).,,Sep 20,,Fumie Nishimura,1
5007,永山みなみ,みなみ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5007,5007,,,8月30日,,888888,888888,永山みなみ,Minami Nagayama,Minami Nagayama,Imported from School Idol Festival (2013).,,Aug 30,,Minami Nagayama,1
5008,クリスティーナ,クリスティーナ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5008,5008,,,1月21日,,888888,888888,クリスティーナ,Christina,Christina,Imported from School Idol Festival (2013).,,Jan 21,,Christina,1
5009,菊池朱美,朱美,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5009,5009,,,10月30日,,888888,888888,菊池朱美,Akemi Kikuchi,Akemi Kikuchi,Imported from School Idol Festival (2013).,,Oct 30,,Akemi Kikuchi,1
5010,須田いるか,いるか,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5010,5010,,,2月18日,,888888,888888,須田いるか,Iruka Suda,Iruka Suda,Imported from School Idol Festival (2013).,,Feb 18,,Iruka Suda,1
5011,杉崎亜矢,亜矢,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5011,5011,,,9月30日,,888888,888888,杉崎亜矢,Aya Sugisaki,Aya Sugisaki,Imported from School Idol Festival (2013).,,Sep 30,,Aya Sugisaki,1
5012,御堂優理,優理,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5012,5012,,,12月24日,,888888,888888,御堂優理,Yuri Mido,Yuri Mido,Imported from School Idol Festival (2013).,,Dec 24,,Yuri Mido,1
5013,佐伯麗音,麗音,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5013,5013,,,6月16日,,888888,888888,佐伯麗音,Reine Saeki,Reine Saeki,Imported from School Idol Festival (2013).,,Jun 16,,Reine Saeki,1
5014,鳥居歩美,歩美,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5014,5014,,,3月8日,,888888,888888,鳥居歩美,Ayumi Torii,Ayumi Torii,Imported from School Idol Festival (2013).,,Mar 8,,Ayumi Torii,1
5015,神谷理華,理華,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5015,5015,,,1月7日,,888888,888888,神谷理華,Rika Kamiya,Rika Kamiya,Imported from School Idol Festival (2013).,,Jan 7,,Rika Kamiya,1
5016,森嶋ななか,ななか,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5016,5016,,,3月7日,,888888,888888,森嶋ななか,Nanaka Morishima,Nanaka Morishima,Imported from School Idol Festival (2013).,,Mar 7,,Nanaka Morishima,1
5017,九条聖来,聖来,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5017,5017,,,11月15日,,888888,888888,九条聖来,Seira Kujo,Seira Kujo,Imported from School Idol Festival (2013).,,Nov 15,,Seira Kujo,1
5018,近江遥,遥,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5018,5018,,,11月11日,,888888,888888,近江遥,Haruka Konoe,Haruka Konoe,Imported from School Idol Festival (2013).,,Nov 11,,Haruka Konoe,1
5019,下園咲,咲,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5019,5019,,,5月5日,,888888,888888,下園咲,Saki Shimozono,Saki Shimozono,Imported from School Idol Festival (2013).,,May 5,,Saki Shimozono,1
5020,田中さち子,さち子,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5020,5020,,,9月3日,,888888,888888,田中さち子,Sachiko Tanaka,Sachiko Tanaka,Imported from School Idol Festival (2013).,,Sep 3,,Sachiko Tanaka,1
5021,支倉かさね,かさね,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5021,5021,,,12月12日,,888888,888888,支倉かさね,Kasane Hasekura,Kasane Hasekura,Imported from School Idol Festival (2013).,,Dec 12,,Kasane Hasekura,1
5022,多々良るう,るう,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5022,5022,,,3月25日,,888888,888888,多々良るう,Ru Tatara,Ru Tatara,Imported from School Idol Festival (2013).,,Mar 25,,Ru Tatara,1
5023,篠宮あきる,あきる,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5023,5023,,,7月20日,,888888,888888,篠宮あきる,Akiru Shinomiya,Akiru Shinomiya,Imported from School Idol Festival (2013).,,Jul 20,,Akiru Shinomiya,1
5024,吉川瑞希,瑞希,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5024,5024,,,10月20日,,888888,888888,吉川瑞希,Mizuki Kikkawa,Mizuki Kikkawa,Imported from School Idol Festival (2013).,,Oct 20,,Mizuki Kikkawa,1
5025,白木凪,凪,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5025,5025,,,2月9日,,888888,888888,白木凪,Nagi Shiraki,Nagi Shiraki,Imported from School Idol Festival (2013).,,Feb 9,,Nagi Shiraki,1
5026,藤城悠弓,悠弓,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5026,5026,,,5月15日,,888888,888888,藤城悠弓,Yumi Fujishiro,Yumi Fujishiro,Imported from School Idol Festival (2013).,,May 15,,Yumi Fujishiro,1
5027,深山聡子,聡子,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5027,5027,,,6月8日,,888888,888888,深山聡子,Satoko Miyama,Satoko Miyama,Imported from School Idol Festival (2013).,,Jun 8,,Satoko Miyama,1
5028,山内奈々子,奈々子,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5028,5028,,,12月8日,,888888,888888,山内奈々子,Nanako Yamauchi,Nanako Yamauchi,Imported from School Idol Festival (2013).,,Dec 8,,Nanako Yamauchi,1
5029,笹原京子,京子,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5029,5029,,,9月8日,,888888,888888,笹原京子,Kyoko Sasahara,Kyoko Sasahara,Imported from School Idol Festival (2013).,,Sep 8,,Kyoko Sasahara,1
5030,黒崎隼,隼,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5030,5030,,,6月15日,,888888,888888,黒崎隼,Shun Kurosaki,Shun Kurosaki,Imported from School Idol Festival (2013).,,Jun 15,,Shun Kurosaki,1
5031,設楽ふみ,ふみ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5031,5031,,,3月20日,,888888,888888,設楽ふみ,Fumi Shitara,Fumi Shitara,Imported from School Idol Festival (2013).,,Mar 20,,Fumi Shitara,1
5032,門田剣,剣,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5032,5032,,,7月10日,,888888,888888,門田剣,Tsurugi Kadota,Tsurugi Kadota,Imported from School Idol Festival (2013).,,Jul 10,,Tsurugi Kadota,1
5033,アルパカ[白],アルパカ[白],School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5033,5033,,,？月？日,,888888,888888,アルパカ[白],Alpaca [White],Alpaca [White],Imported from School Idol Festival (2013).,,？月？日,,Alpaca [White],1
5034,桐原優香,優香,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5034,5034,,,4月2日,,888888,888888,桐原優香,Yuuka Kirihara,Yuuka Kirihara,Imported from School Idol Festival (2013).,,Apr 2,,Yuuka Kirihara,1
5035,斉木風,風,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5035,5035,,,8月12日,,888888,888888,斉木風,Fuu Saiki,Fuu Saiki,Imported from School Idol Festival (2013).,,Aug 12,,Fuu Saiki,1
5036,福原命,命,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5036,5036,,,11月5日,,888888,888888,福原命,Mikoto Fukuhara,Mikoto Fukuhara,Imported from School Idol Festival (2013).,,Nov 5,,Mikoto Fukuhara,1
5037,坂巻千鶴子,千鶴子,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5037,5037,,,7月14日,,888888,888888,坂巻千鶴子,Chiduko Sakamaki,Chiduko Sakamaki,Imported from School Idol Festival (2013).,,Jul 14,,Chiduko Sakamaki,1
5038,志賀仁美,仁美,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5038,5038,,,6月6日,,888888,888888,志賀仁美,Hitomi Shiga,Hitomi Shiga,Imported from School Idol Festival (2013).,,Jun 6,,Hitomi Shiga,1
5039,鬼崎アキラ,アキラ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5039,5039,,,8月10日,,888888,888888,鬼崎アキラ,Akira Kizaki,Akira Kizaki,Imported from School Idol Festival (2013).,,Aug 10,,Akira Kizaki,1
5040,紫藤美咲,美咲,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5040,5040,,,4月7日,,888888,888888,紫藤美咲,Misaki Shido,Misaki Shido,Imported from School Idol Festival (2013).,,Apr 7,,Misaki Shido,1
5041,月島結架,結架,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5041,5041,,,7月21日,,888888,888888,月島結架,Yuka Tsukishima,Yuka Tsukishima,Imported from School Idol Festival (2013).,,Jul 21,,Yuka Tsukishima,1
5042,兵藤さゆり,さゆり,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5042,5042,,,4月22日,,888888,888888,兵藤さゆり,Sayuri Hyodo,Sayuri Hyodo,Imported from School Idol Festival (2013).,,Apr 22,,Sayuri Hyodo,1
5043,蘭花,蘭花,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5043,5043,,,2月8日,,888888,888888,蘭花,Ranpha,Ranpha,Imported from School Idol Festival (2013).,,Feb 8,,Ranpha,1
5044,ラクシャータ,ラクシャータ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5044,5044,,,6月18日,,888888,888888,ラクシャータ,Rakshata,Rakshata,Imported from School Idol Festival (2013).,,Jun 18,,Rakshata,1
5045,レベッカ,レベッカ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5045,5045,,,11月14日,,888888,888888,レベッカ,Rebecca,Rebecca,Imported from School Idol Festival (2013).,,Nov 14,,Rebecca,1
5046,綾小路姫乃,姫乃,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5046,5046,,,4月17日,,888888,888888,綾小路姫乃,Himeno Ayanokoji,Himeno Ayanokoji,Imported from School Idol Festival (2013).,,Apr 17,,Himeno Ayanokoji,1
5047,黒羽咲良,咲良,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5047,5047,,,4月4日,,888888,888888,黒羽咲良,Sakura Kurobane,Sakura Kurobane,Imported from School Idol Festival (2013).,,Apr 4,,Sakura Kurobane,1
5048,黒羽咲夜,咲夜,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5048,5048,,,9月9日,,888888,888888,黒羽咲夜,Sakuya Kurobane,Sakuya Kurobane,Imported from School Idol Festival (2013).,,Sep 9,,Sakuya Kurobane,1
5049,白瀬小雪,小雪,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5049,5049,,,2月23日,,888888,888888,白瀬小雪,Koyuki Shirase,Koyuki Shirase,Imported from School Idol Festival (2013).,,Feb 23,,Koyuki Shirase,1
5050,相川涼,涼,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5050,5050,,,5月6日,,888888,888888,相川涼,Ryo Aikawa,Ryo Aikawa,Imported from School Idol Festival (2013).,,May 6,,Ryo Aikawa,1
5051,イザベラ,イザベラ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5051,5051,,,11月16日,,888888,888888,イザベラ,Isabella,Isabella,Imported from School Idol Festival (2013).,,Nov 16,,Isabella,1
5052,高天原睦月,睦月,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5052,5052,,,1月25日,,888888,888888,高天原睦月,Mutsuki Takamagahara,Mutsuki Takamagahara,Imported from School Idol Festival (2013).,,Jan 25,,Mutsuki Takamagahara,1
5053,ジェニファー,ジェニファー,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5053,5053,,,5月12日,,888888,888888,ジェニファー,Jennifer,Jennifer,Imported from School Idol Festival (2013).,,May 12,,Jennifer,1
5054,マリア,マリア,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5054,5054,,,8月6日,,888888,888888,マリア,Maria,Maria,Imported from School Idol Festival (2013).,,Aug 6,,Maria,1
5055,レオ,レオ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5055,5055,,,8月16日,,888888,888888,レオ,Leo,Leo,Imported from School Idol Festival (2013).,,Aug 16,,Leo,1
5056,早乙女紫,紫,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5056,5056,,,3月3日,,888888,888888,早乙女紫,Yukari Saotome,Yukari Saotome,Imported from School Idol Festival (2013).,,Mar 3,,Yukari Saotome,1
5057,矢澤ここあ,ここあ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5057,5057,,,？月？日,,888888,888888,矢澤ここあ,Cocoa Yazawa,Cocoa Yazawa,Imported from School Idol Festival (2013).,,？月？日,,Cocoa Yazawa,1
5058,矢澤虎太郎,虎太郎,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5058,5058,,,？月？日,,888888,888888,矢澤虎太郎,Cotaro Yazawa,Cotaro Yazawa,Imported from School Idol Festival (2013).,,？月？日,,Cotaro Yazawa,1
5059,矢澤こころ,こころ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5059,5059,,,？月？日,,888888,888888,矢澤こころ,Cocoro Yazawa,Cocoro Yazawa,Imported from School Idol Festival (2013).,,？月？日,,Cocoro Yazawa,1
5060,ミカ,ミカ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5060,5060,,,？月？日,,888888,888888,ミカ,Mika,Mika,Imported from School Idol Festival (2013).,,？月？日,,Mika,1
5061,フミコ,フミコ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5061,5061,,,？月？日,,888888,888888,フミコ,Fumiko,Fumiko,Imported from School Idol Festival (2013).,,？月？日,,Fumiko,1
5062,ヒデコ,ヒデコ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5062,5062,,,？月？日,,888888,888888,ヒデコ,Hideko,Hideko,Imported from School Idol Festival (2013).,,？月？日,,Hideko,1
5063,山田博子,博子,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5063,5063,,,？月？日,,888888,888888,山田博子,Hiroko Yamada,Hiroko Yamada,Imported from School Idol Festival (2013).,,？月？日,,Hiroko Yamada,1
5064,にこの母,にこの母,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5064,5064,,,？月？日,,888888,888888,にこの母,Nico's mother,Nico's mother,Imported from School Idol Festival (2013).,,？月？日,,Nico's mother,1
5065,ことりの母,ことりの母,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5065,5065,,,？月？日,,888888,888888,ことりの母,Kotori's mother,Kotori's mother,Imported from School Idol Festival (2013).,,？月？日,,Kotori's mother,1
5066,真姫の母,真姫の母,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5066,5066,,,？月？日,,888888,888888,真姫の母,Maki's mother,Maki's mother,Imported from School Idol Festival (2013).,,？月？日,,Maki's mother,1
5067,穂乃果の母,穂乃果の母,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5067,5067,,,？月？日,,888888,888888,穂乃果の母,Honoka's mother,Honoka's mother,Imported from School Idol Festival (2013).,,？月？日,,Honoka's mother,1
5068,綺羅ツバサ,ツバサ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5068,5068,,,？月？日,,888888,888888,綺羅ツバサ,Tsubasa Kira,Tsubasa Kira,Imported from School Idol Festival (2013).,,？月？日,,Tsubasa Kira,1
5069,優木あんじゅ,あんじゅ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5069,5069,,,？月？日,,888888,888888,優木あんじゅ,Anju Yuki,Anju Yuki,Imported from School Idol Festival (2013).,,？月？日,,Anju Yuki,1
5070,統堂英玲奈,英玲奈,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5070,5070,,,？月？日,,888888,888888,統堂英玲奈,Erena Todo,Erena Todo,Imported from School Idol Festival (2013).,,？月？日,,Erena Todo,1
5071,アルパカ[茶],アルパカ[茶],School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5071,5071,,,？月？日,,888888,888888,アルパカ[茶],Alpaca [Brown],Alpaca [Brown],Imported from School Idol Festival (2013).,,？月？日,,Alpaca [Brown],1
5072,μ's,μ's,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5072,5072,,,？月？日,,888888,888888,μ's,μ's,μ's,Imported from School Idol Festival (2013).,,？月？日,,μ's,1
5073,アルパカの子ども,アルパカの子ども,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5073,5073,,,？月？日,,888888,888888,アルパカの子ども,Alpaca's Child,Alpaca's Child,Imported from School Idol Festival (2013).,,？月？日,,Alpaca's Child,1
5074,絢瀬亜里沙,亜里沙,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5074,5074,,,？月？日,,888888,888888,絢瀬亜里沙,Alisa Ayase,Alisa Ayase,Imported from School Idol Festival (2013).,,？月？日,,Alisa Ayase,1
5075,Aqours,Aqours,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5075,5075,,,？月？日,,888888,888888,Aqours,Aqours,Aqours,Imported from School Idol Festival (2013).,,？月？日,,Aqours,1
5076,しいたけ,しいたけ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5076,5076,,,？月？日,,888888,888888,しいたけ,Shiitake,Shiitake,Imported from School Idol Festival (2013).,,？月？日,,Shiitake,1
5077,鹿角理亞,理亞,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5077,5077,,,12月12日,,888888,888888,鹿角理亞,Leah Kazuno,Leah Kazuno,Imported from School Idol Festival (2013).,,Dec 12,,Leah Kazuno,1
5078,鹿角聖良,聖良,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5078,5078,,,5月4日,,888888,888888,鹿角聖良,Sarah Kazuno,Sarah Kazuno,Imported from School Idol Festival (2013).,,May 4,,Sarah Kazuno,1
5079,うちっちー,うちっちー,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5079,5079,,,？月？日,,888888,888888,うちっちー,Uchicchi,Uchicchi,Imported from School Idol Festival (2013).,,？月？日,,Uchicchi,1
5080,千歌の母,千歌の母,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5080,5080,,,？月？日,,888888,888888,千歌の母,Chika's mother,Chika's mother,Imported from School Idol Festival (2013).,,？月？日,,Chika's mother,1
5081,佐藤洋子,洋子,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5081,5081,,,？月？日,,888888,888888,佐藤洋子,Yoko Sato,Yoko Sato,Imported from School Idol Festival (2013).,,？月？日,,Yoko Sato,1
5082,わたあめ,わたあめ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5082,5082,,,？月？日,,888888,888888,わたあめ,Wataame,Wataame,Imported from School Idol Festival (2013).,,？月？日,,Wataame,1
5083,よしみ,よしみ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5083,5083,,,？月？日,,888888,888888,よしみ,Yoshimi,Yoshimi,Imported from School Idol Festival (2013).,,？月？日,,Yoshimi,1
5084,いつき,いつき,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5084,5084,,,？月？日,,888888,888888,いつき,Itsuki,Itsuki,Imported from School Idol Festival (2013).,,？月？日,,Itsuki,1
5085,むつ,むつ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5085,5085,,,？月？日,,888888,888888,むつ,Mutsu,Mutsu,Imported from School Idol Festival (2013).,,？月？日,,Mutsu,1
5086,高海美渡,美渡,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5086,5086,,,？月？日,,888888,888888,高海美渡,Mito Takami,Mito Takami,Imported from School Idol Festival (2013).,,？月？日,,Mito Takami,1
5087,高海志満,志満,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5087,5087,,,？月？日,,888888,888888,高海志満,Shima Takami,Shima Takami,Imported from School Idol Festival (2013).,,？月？日,,Shima Takami,1
5088,梨子の母,梨子の母,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5088,5088,,,？月？日,,888888,888888,梨子の母,Riko's mother,Riko's mother,Imported from School Idol Festival (2013).,,？月？日,,Riko's mother,1
5089,Aqours,Aqours,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5089,5089,,,？月？日,,888888,888888,Aqours,Aqours,Aqours,Imported from School Idol Festival (2013).,,？月？日,,Aqours,1
5090,しいたけの子ども,しいたけの子ども,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5090,5090,,,？月？日,,888888,888888,しいたけの子ども,Shiitake's Children,Shiitake's Children,Imported from School Idol Festival (2013).,,？月？日,,Shiitake's Children,1
5091,あんこ,あんこ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5091,5091,,,？月？日,,888888,888888,あんこ,Anko,Anko,Imported from School Idol Festival (2013).,,？月？日,,Anko,1
5092,ブロッサム,ブロッサム,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5092,5092,,,？月？日,,888888,888888,ブロッサム,Blossom,Blossom,Imported from School Idol Festival (2013).,,？月？日,,Blossom,1
5093,バブルス,バブルス,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5093,5093,,,？月？日,,888888,888888,バブルス,Bubbles,Bubbles,Imported from School Idol Festival (2013).,,？月？日,,Bubbles,1
5094,バターカップ,バターカップ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5094,5094,,,？月？日,,888888,888888,バターカップ,Buttercup,Buttercup,Imported from School Idol Festival (2013).,,？月？日,,Buttercup,1
5095,渡辺月,月,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5095,5095,,,？月？日,,888888,888888,渡辺月,Tsuki Watanabe,Tsuki Watanabe,Imported from School Idol Festival (2013).,,？月？日,,Tsuki Watanabe,1
5096,しんのすけ,しんのすけ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5096,5096,,,？月？日,,888888,888888,しんのすけ,Shinnosuke,Shinnosuke,Imported from School Idol Festival (2013).,,？月？日,,Shinnosuke,1
5097,ひまわり,ひまわり,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5097,5097,,,？月？日,,888888,888888,ひまわり,Himawari,Himawari,Imported from School Idol Festival (2013).,,？月？日,,Himawari,1
5098,シロ,シロ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5098,5098,,,？月？日,,888888,888888,シロ,Shiro,Shiro,Imported from School Idol Festival (2013).,,？月？日,,Shiro,1
5099,しんちゃん,しんちゃん,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5099,5099,,,？月？日,,888888,888888,しんちゃん,Shinchan,Shinchan,Imported from School Idol Festival (2013).,,？月？日,,Shinchan,1
5100,ボーちゃん,ボーちゃん,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5100,5100,,,？月？日,,888888,888888,ボーちゃん,Bo-chan,Bo-chan,Imported from School Idol Festival (2013).,,？月？日,,Bo-chan,1
5101,風間くん,風間くん,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5101,5101,,,？月？日,,888888,888888,風間くん,Kazama-kun,Kazama-kun,Imported from School Idol Festival (2013).,,？月？日,,Kazama-kun,1
5102,ネネちゃん,ネネちゃん,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5102,5102,,,？月？日,,888888,888888,ネネちゃん,Nene-chan,Nene-chan,Imported from School Idol Festival (2013).,,？月？日,,Nene-chan,1
5103,マサオくん,マサオくん,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5103,5103,,,？月？日,,888888,888888,マサオくん,Masao-kun,Masao-kun,Imported from School Idol Festival (2013).,,？月？日,,Masao-kun,1
5104,玲,玲,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5104,5104,,,？月？日,,888888,888888,玲,Lei,Lei,Imported from School Idol Festival (2013).,,？月？日,,Lei,1
5105,エリザベス,エリザベス,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5105,5105,,,？月？日,,888888,888888,エリザベス,Elizabeth,Elizabeth,Imported from School Idol Festival (2013).,,？月？日,,Elizabeth,1
5106,マリー,マリー,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5106,5106,,,？月？日,,888888,888888,マリー,Marie,Marie,Imported from School Idol Festival (2013).,,？月？日,,Marie,1
5107,マーガレット,マーガレット,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5107,5107,,,？月？日,,888888,888888,マーガレット,Margaret,Margaret,Imported from School Idol Festival (2013).,,？月？日,,Margaret,1
5108,ひかり,ひかり,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5108,5108,,,？月？日,,888888,888888,ひかり,Hikari,Hikari,Imported from School Idol Festival (2013).,,？月？日,,Hikari,1
5109,ナギ,ナギ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5109,5109,,,？月？日,,888888,888888,ナギ,Nagi,Nagi,Imported from School Idol Festival (2013).,,？月？日,,Nagi,1
5110,エリザベス,エリザベス,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5110,5110,,,？月？日,,888888,888888,エリザベス,Elizabeth,Elizabeth,Imported from School Idol Festival (2013).,,？月？日,,Elizabeth,1
5111,マーガレット,マーガレット,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5111,5111,,,？月？日,,888888,888888,マーガレット,Margaret,Margaret,Imported from School Idol Festival (2013).,,？月？日,,Margaret,1
5112,ジュスティーヌ＆カロリーヌ,ジュスティーヌ＆カロリーヌ,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5112,5112,,,？月？日,,888888,888888,ジュスティーヌ＆カロリーヌ,Justine & Caroline,Justine & Caroline,Imported from School Idol Festival (2013).,,？月？日,,Justine & Caroline,1
5113,岳羽ゆかり,ゆかり,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5113,5113,,,？月？日,,888888,888888,岳羽ゆかり,Yukari Takeba,Yukari Takeba,Imported from School Idol Festival (2013).,,？月？日,,Yukari Takeba,1
5114,桐条美鶴,美鶴,School Idol Festival(2013)のキャラクター。,OTHER,0,1,9000,5114,5114,,,？月？日,,888888,888888,桐条美鶴,Mitsuru Kirijo,Mitsuru Kirijo,Imported from School Idol Festival (2013).,,？月？日,,Mitsuru Kirijo,1
